symbol,direction,model,entry_ts,exit_ts,entry_price,exit_price,size_usdt,pnl,r_value,exit_reason,bars_held
SOL/USDT,short,swing_low_continuation,2022-12-28 03:30:00+00:00,2022-12-28 05:00:00+00:00,10.78,10.52116584,62487.08,1500.3517,0.8,tp,3
BTC/USDT,short,swing_low_continuation,2022-12-28 05:30:00+00:00,2022-12-28 14:30:00+00:00,16643.93,16759.37826684,63012.21,-437.0753,-1.0,sl,18
ETH/USDT,short,swing_low_continuation,2022-12-28 03:30:00+00:00,2022-12-28 21:00:00+00:00,1195.89,1184.52687071,62487.08,593.7409,0.6202,tp,35
ETH/USDT,short,swing_low_continuation,2022-12-28 21:30:00+00:00,2022-12-29 13:30:00+00:00,1189.91,1205.41508783,63067.04,-821.7932,-1.0,sl,32
SOL/USDT,short,swing_low_continuation,2022-12-29 08:30:00+00:00,2022-12-29 19:00:00+00:00,9.51,8.9068754,63067.04,3999.7143,2.3295,tp,21
SOL/USDT,short,swing_low_continuation,2022-12-29 19:30:00+00:00,2022-12-29 20:30:00+00:00,8.78,8.39801112,64179.31,2792.2304,0.764,tp,2
SOL/USDT,short,swing_low_continuation,2022-12-29 21:00:00+00:00,2022-12-29 22:30:00+00:00,8.28,8.88498709,65156.59,-4760.7362,-1.0,sl,3
BTC/USDT,short,swing_low_continuation,2022-12-30 13:30:00+00:00,2022-12-30 14:30:00+00:00,16482.47,16368.86309385,63490.34,437.6129,1.0853,tp,2
BTC/USDT,short,swing_low_continuation,2022-12-30 15:00:00+00:00,2022-12-30 15:30:00+00:00,16414.18,16555.90890892,63643.5,-549.5324,-1.0,sl,1
ETH/USDT,long,pullback_long,2023-01-05 09:00:00+00:00,2023-01-05 14:30:00+00:00,1250.73,1242.97812989,63451.16,-393.2625,-1.0,sl,11
ETH/USDT,long,pullback_long,2023-01-05 17:00:00+00:00,2023-01-06 11:00:00+00:00,1248.65,1239.87948878,63313.52,-444.7138,-1.0,sl,36
SOL/USDT,long,pullback_long,2023-01-04 16:00:00+00:00,2023-01-06 13:00:00+00:00,13.36,12.75371552,63451.16,-2879.4501,-1.0,sl,90
SOL/USDT,long,pullback_long,2023-01-07 10:30:00+00:00,2023-01-08 00:30:00+00:00,13.23,12.97643392,62150.07,-1191.1678,-1.0,sl,28
BTC/USDT,long,pullback_long,2023-01-08 03:00:00+00:00,2023-01-08 15:30:00+00:00,16931.46,16975.66995005,61733.16,161.1922,1.1835,tp,25
BTC/USDT,long,pullback_long,2023-01-08 17:00:00+00:00,2023-01-08 23:00:00+00:00,16936.87,17009.8798697,61789.57,266.3567,1.2,tp,12
ETH/USDT,long,pullback_long,2023-01-08 18:30:00+00:00,2023-01-08 23:00:00+00:00,1265.58,1275.43761022,61789.57,481.2793,1.2,tp,9
BTC/USDT,long,pullback_long,2023-01-10 03:00:00+00:00,2023-01-10 15:00:00+00:00,17185.73,17326.71119602,62051.25,509.0304,1.2039,tp,24
ETH/USDT,long,pullback_long,2023-01-11 03:30:00+00:00,2023-01-11 22:00:00+00:00,1331.09,1345.78785047,62229.41,687.135,1.2018,tp,37
SOL/USDT,long,pullback_long,2023-01-10 04:00:00+00:00,2023-01-12 00:30:00+00:00,15.98,16.89986664,62051.25,3571.8945,1.172,tp,89
SOL/USDT,long,pullback_long,2023-01-12 13:00:00+00:00,2023-01-12 13:30:00+00:00,16.15,15.72291086,63720.07,-1685.0867,-1.0,sl,1
SOL/USDT,long,pullback_long,2023-01-13 12:00:00+00:00,2023-01-13 20:00:00+00:00,16.68,17.32271685,63130.29,2432.548,1.1603,tp,16
ETH/USDT,long,pullback_long,2023-01-15 09:00:00+00:00,2023-01-15 15:00:00+00:00,1523.03,1546.67959555,63981.68,993.5069,1.2,tp,12
BTC/USDT,long,pullback_long,2023-01-15 09:30:00+00:00,2023-01-15 15:30:00+00:00,20637.26,20959.75135092,63981.68,999.8197,1.2,tp,12
ETH/USDT,long,pullback_long,2023-01-16 14:30:00+00:00,2023-01-16 15:00:00+00:00,1546.38,1523.58608621,64679.34,-953.3849,-1.0,sl,1
ETH/USDT,long,pullback_long,2023-01-17 02:30:00+00:00,2023-01-17 14:00:00+00:00,1556.24,1592.95589391,64345.66,1518.0875,1.2007,tp,23
SOL/USDT,long,pullback_long,2023-01-16 10:00:00+00:00,2023-01-18 08:30:00+00:00,23.39,22.13576903,64679.34,-3468.2698,-1.0,sl,93
ETH/USDT,long,pullback_long,2023-01-18 09:00:00+00:00,2023-01-18 14:00:00+00:00,1576.66,1599.19688542,63663.09,910.0045,1.2,tp,10
BTC/USDT,long,pullback_long,2023-01-18 10:30:00+00:00,2023-01-18 14:00:00+00:00,21239.71,21486.17954387,63663.09,738.7583,1.2057,tp,7
ETH/USDT,long,pullback_long,2023-01-20 05:30:00+00:00,2023-01-20 16:30:00+00:00,1548.36,1571.88110404,64240.16,975.8709,1.2011,tp,22
BTC/USDT,long,pullback_long,2023-01-20 06:00:00+00:00,2023-01-20 16:30:00+00:00,20983.09,21247.76474711,64240.16,810.3072,1.1919,tp,21
SOL/USDT,long,pullback_long,2023-01-22 01:00:00+00:00,2023-01-22 20:00:00+00:00,24.94,23.9799782,64865.32,-2496.8774,-1.0,sl,38
BTC/USDT,long,pullback_long,2023-01-22 04:30:00+00:00,2023-01-22 20:30:00+00:00,22790.43,22386.97135147,64865.32,-1148.3098,-1.0,sl,32
SOL/USDT,long,pullback_long,2023-01-24 10:30:00+00:00,2023-01-24 13:30:00+00:00,24.57,23.97966197,63589.51,-1527.8513,-1.0,sl,6
BTC/USDT,long,pullback_long,2023-01-24 11:30:00+00:00,2023-01-24 22:00:00+00:00,22923.22,22685.99813094,63589.51,-658.0586,-1.0,sl,21
ETH/USDT,short,swing_low_continuation,2023-01-24 22:30:00+00:00,2023-01-25 01:00:00+00:00,1546.58,1528.47140632,62824.44,735.5987,0.3139,tp,5
SOL/USDT,short,swing_low_continuation,2023-01-24 23:30:00+00:00,2023-01-25 12:30:00+00:00,22.9,23.99570896,62824.44,-3005.9957,-1.0,sl,26
ETH/USDT,short,swing_low_continuation,2023-01-25 01:30:00+00:00,2023-01-25 20:00:00+00:00,1527.79,1580.2483602,63081.9,-2165.9868,-1.0,sl,37
BTC/USDT,long,pullback_long,2023-01-26 09:00:00+00:00,2023-01-27 01:30:00+00:00,23003.11,22657.52455768,61271.71,-920.5108,-1.0,sl,33
SOL/USDT,long,pullback_long,2023-01-26 11:30:00+00:00,2023-01-27 01:30:00+00:00,24.32,23.56000193,61271.71,-1914.7361,-1.0,sl,28
BTC/USDT,long,pullback_long,2023-01-27 22:30:00+00:00,2023-01-29 11:00:00+00:00,23081.23,23501.14906759,60279.37,1096.6685,1.2,tp,73
ETH/USDT,short,swing_low_continuation,2023-01-30 19:30:00+00:00,2023-01-31 15:30:00+00:00,1554.13,1594.45555981,60663.2,-1574.0495,-1.0,sl,40
BTC/USDT,short,swing_low_continuation,2023-01-30 19:30:00+00:00,2023-01-31 22:30:00+00:00,22783.33,23266.63663332,60663.2,-1286.8587,-1.0,sl,54
SOL/USDT,short,swing_low_continuation,2023-02-01 17:30:00+00:00,2023-02-01 19:00:00+00:00,22.83,23.49575611,59661.89,-1739.8278,-1.0,sl,3
ETH/USDT,long,pullback_long,2023-02-03 19:00:00+00:00,2023-02-04 13:00:00+00:00,1657.09,1691.7558929,59052.95,1235.3724,1.1992,tp,36
SOL/USDT,long,pullback_long,2023-02-03 19:00:00+00:00,2023-02-05 12:30:00+00:00,24.57,23.90759157,59052.95,-1592.0705,-1.0,sl,83
SOL/USDT,short,swing_low_continuation,2023-02-05 16:30:00+00:00,2023-02-06 15:00:00+00:00,23.68,22.81061231,58928.1,2163.4867,2.5256,tp,45
BTC/USDT,short,swing_low_continuation,2023-02-05 17:30:00+00:00,2023-02-06 16:00:00+00:00,23054.52,23146.64596671,58928.1,-235.477,-1.0,sl,45
SOL/USDT,short,swing_low_continuation,2023-02-06 21:30:00+00:00,2023-02-06 23:00:00+00:00,23.11,22.50286314,59602.9,1565.864,0.9731,tp,3
SOL/USDT,short,swing_low_continuation,2023-02-06 23:30:00+00:00,2023-02-07 09:30:00+00:00,22.63,23.38465644,60150.96,-2005.8908,-1.0,sl,20
BTC/USDT,short,swing_low_continuation,2023-02-08 20:30:00+00:00,2023-02-09 03:00:00+00:00,22878.23,22565.90868035,59448.9,811.5645,1.1091,tp,13
ETH/USDT,short,swing_low_continuation,2023-02-09 02:30:00+00:00,2023-02-09 19:00:00+00:00,1648.04,1607.69813034,59448.9,1455.2315,2.6476,tp,33
BTC/USDT,short,swing_low_continuation,2023-02-09 03:30:00+00:00,2023-02-09 19:00:00+00:00,22522.11,22236.41966257,59732.94,757.7054,0.8189,tp,31
SOL/USDT,short,swing_low_continuation,2023-02-09 19:30:00+00:00,2023-02-09 21:30:00+00:00,21.92,21.14656976,60507.47,2134.9593,1.11,tp,4
ETH/USDT,short,swing_low_continuation,2023-02-09 19:30:00+00:00,2023-02-09 21:30:00+00:00,1586.75,1548.72589839,60507.47,1449.9714,1.1914,tp,4
SOL/USDT,short,swing_low_continuation,2023-02-09 22:00:00+00:00,2023-02-09 22:30:00+00:00,21.29,20.57729739,61762.2,2067.5473,0.8,tp,1
BTC/USDT,short,swing_low_continuation,2023-02-09 19:30:00+00:00,2023-02-10 05:30:00+00:00,22180.28,21685.20266257,60507.47,1350.5635,1.7261,tp,20
ETH/USDT,short,swing_low_continuation,2023-02-09 22:00:00+00:00,2023-02-10 21:30:00+00:00,1540.56,1503.7699328,61762.2,1474.9412,0.8004,tp,47
SOL/USDT,short,swing_low_continuation,2023-02-10 11:30:00+00:00,2023-02-10 22:00:00+00:00,20.88,20.01829585,62958.54,2598.2584,1.3265,tp,21
SOL/USDT,short,swing_low_continuation,2023-02-10 22:30:00+00:00,2023-02-12 06:30:00+00:00,19.84,20.93643965,64384.15,-3558.1318,-1.0,sl,64
BTC/USDT,short,swing_low_continuation,2023-02-10 11:30:00+00:00,2023-02-12 16:30:00+00:00,21792.12,22087.0072743,62958.54,-851.9443,-1.0,sl,106
ETH/USDT,short,swing_low_continuation,2023-02-13 13:30:00+00:00,2023-02-13 23:00:00+00:00,1482.36,1508.57917276,62840.63,-1111.4907,-1.0,sl,19
ETH/USDT,long,pullback_long,2023-02-16 22:00:00+00:00,2023-02-16 22:30:00+00:00,1683.09,1646.04540416,62451.61,-1374.552,-1.0,sl,1
ETH/USDT,long,pullback_long,2023-02-18 19:30:00+00:00,2023-02-19 15:00:00+00:00,1694.38,1715.17169359,61970.51,760.4385,1.2,tp,39
ETH/USDT,long,pullback_long,2023-02-20 17:00:00+00:00,2023-02-21 08:30:00+00:00,1700.61,1673.01228237,62236.67,-1009.9847,-1.0,sl,31
ETH/USDT,short,swing_low_continuation,2023-02-22 06:30:00+00:00,2023-02-22 16:30:00+00:00,1637.42,1602.20786054,61883.17,1330.7757,1.0376,tp,20
BTC/USDT,short,swing_low_continuation,2023-02-22 17:00:00+00:00,2023-02-22 23:00:00+00:00,23633.64,24171.48451826,62348.94,-1418.9112,-1.0,sl,12
ETH/USDT,short,swing_low_continuation,2023-02-22 17:00:00+00:00,2023-02-22 23:00:00+00:00,1605.81,1644.43935554,62348.94,-1499.8657,-1.0,sl,12
SOL/USDT,short,swing_low_continuation,2023-02-22 06:30:00+00:00,2023-02-24 16:00:00+00:00,23.9,22.60235471,61883.17,3359.9332,1.598,tp,115
SOL/USDT,short,swing_low_continuation,2023-02-25 09:30:00+00:00,2023-02-25 12:30:00+00:00,22.8,22.26094451,62503.35,1477.7532,0.7499,tp,6
SOL/USDT,short,swing_low_continuation,2023-02-25 13:00:00+00:00,2023-02-25 18:30:00+00:00,22.47,21.85505652,63020.56,1724.7033,0.8,tp,11
ETH/USDT,short,swing_low_continuation,2023-02-25 19:00:00+00:00,2023-02-25 20:30:00+00:00,1586.28,1569.05815798,63624.21,690.752,0.8,tp,3
SOL/USDT,short,swing_low_continuation,2023-02-25 19:00:00+00:00,2023-02-26 02:30:00+00:00,21.93,22.67595459,63624.21,-2164.1939,-1.0,sl,15
BTC/USDT,short,swing_low_continuation,2023-02-25 05:30:00+00:00,2023-02-26 18:30:00+00:00,23066.63,23461.04328155,62503.35,-1068.7366,-1.0,sl,74
ETH/USDT,long,pullback_long,2023-03-02 02:30:00+00:00,2023-03-02 13:00:00+00:00,1651.79,1628.58961213,62734.45,-881.1432,-1.0,sl,21
BTC/USDT,short,swing_low_continuation,2023-03-03 15:30:00+00:00,2023-03-07 15:00:00+00:00,22373.02,22011.49047139,62426.05,1008.7534,0.9788,tp,191
ETH/USDT,short,swing_low_continuation,2023-03-03 18:30:00+00:00,2023-03-07 15:00:00+00:00,1567.85,1536.4668205,62426.05,1249.5634,1.483,tp,185
BTC/USDT,short,swing_low_continuation,2023-03-07 18:30:00+00:00,2023-03-07 21:00:00+00:00,22269.83,21951.74329426,63216.46,902.9398,1.3232,tp,5
SOL/USDT,short,swing_low_continuation,2023-03-08 05:30:00+00:00,2023-03-08 07:30:00+00:00,19.78,19.13955752,63532.49,2057.0731,1.2606,tp,4
SOL/USDT,short,swing_low_continuation,2023-03-08 08:00:00+00:00,2023-03-08 14:00:00+00:00,19.2,18.64701643,64252.46,1850.5497,0.8269,tp,12
BTC/USDT,short,swing_low_continuation,2023-03-08 05:30:00+00:00,2023-03-08 22:30:00+00:00,22038.82,21687.2527338,63532.49,1013.4818,1.4017,tp,34
SOL/USDT,short,swing_low_continuation,2023-03-08 18:30:00+00:00,2023-03-09 16:30:00+00:00,18.64,18.06991016,64900.15,1984.9204,0.6387,tp,44
BTC/USDT,short,swing_low_continuation,2023-03-08 23:00:00+00:00,2023-03-09 16:30:00+00:00,21800.47,21494.16305423,65254.87,916.8619,0.7921,tp,35
BTC/USDT,short,swing_low_continuation,2023-03-09 17:00:00+00:00,2023-03-09 18:30:00+00:00,21479.31,21210.26599386,66270.5,830.0863,0.8025,tp,3
ETH/USDT,short,swing_low_continuation,2023-03-09 17:00:00+00:00,2023-03-09 18:30:00+00:00,1526.83,1508.46543058,66270.5,797.0954,0.8008,tp,3
SOL/USDT,short,swing_low_continuation,2023-03-09 17:00:00+00:00,2023-03-09 19:30:00+00:00,18.14,17.56384316,66270.5,2104.8623,0.8,tp,5
ETH/USDT,short,swing_low_continuation,2023-03-09 19:00:00+00:00,2023-03-09 19:30:00+00:00,1505.74,1484.87264167,66840.01,926.305,0.7993,tp,1
BTC/USDT,short,swing_low_continuation,2023-03-09 19:00:00+00:00,2023-03-09 20:00:00+00:00,21013.32,20689.7484845,66840.01,1029.2292,0.8019,tp,2
ETH/USDT,short,swing_low_continuation,2023-03-09 20:00:00+00:00,2023-03-09 20:00:00+00:00,1488.27,1465.31388155,67900.92,1047.3513,0.8,tp,0
SOL/USDT,short,swing_low_continuation,2023-03-09 20:00:00+00:00,2023-03-09 20:30:00+00:00,17.74,17.14559892,67900.92,2275.106,0.8,tp,1
SOL/USDT,short,swing_low_continuation,2023-03-09 21:00:00+00:00,2023-03-10 10:00:00+00:00,16.82,16.12805614,69424.01,2855.9761,0.7797,tp,26
SOL/USDT,short,swing_low_continuation,2023-03-10 10:30:00+00:00,2023-03-10 13:30:00+00:00,16.16,17.08755936,70423.6,-4042.2073,-1.0,sl,6
BTC/USDT,short,swing_low_continuation,2023-03-10 06:30:00+00:00,2023-03-11 01:30:00+00:00,19950.77,20421.96133138,69424.01,-1639.6355,-1.0,sl,38
ETH/USDT,short,swing_low_continuation,2023-03-11 07:30:00+00:00,2023-03-11 20:30:00+00:00,1457.23,1468.26499248,68434.95,-518.2292,-1.0,sl,26
BTC/USDT,short,swing_low_continuation,2023-03-11 07:30:00+00:00,2023-03-11 23:30:00+00:00,20198.65,20473.49113903,68434.95,-931.188,-1.0,sl,32
SOL/USDT,short,swing_low_continuation,2023-03-11 07:30:00+00:00,2023-03-12 11:00:00+00:00,17.66,18.22871984,68434.95,-2203.8683,-1.0,sl,55
ETH/USDT,long,pullback_long,2023-03-14 23:00:00+00:00,2023-03-15 14:30:00+00:00,1701.4,1644.99916938,67156.31,-2226.2088,-1.0,sl,31
BTC/USDT,long,pullback_long,2023-03-15 04:30:00+00:00,2023-03-15 17:00:00+00:00,24747.05,24022.03615587,67156.31,-1967.4771,-1.0,sl,25
SOL/USDT,long,pullback_long,2023-03-17 16:00:00+00:00,2023-03-17 21:30:00+00:00,20.03,20.77858218,65688.52,2454.9803,1.2363,tp,11
SOL/USDT,long,pullback_long,2023-03-19 01:30:00+00:00,2023-03-20 01:30:00+00:00,21.55,22.46080249,66547.76,2812.6156,1.2,tp,48
ETH/USDT,long,pullback_long,2023-03-18 17:00:00+00:00,2023-03-20 03:00:00+00:00,1794.38,1750.30894548,66547.76,-1634.4531,-1.0,sl,68
BTC/USDT,long,pullback_long,2023-03-20 05:00:00+00:00,2023-03-20 07:30:00+00:00,27436.29,28208.13557352,66960.11,1883.741,1.2024,tp,5
BTC/USDT,long,pullback_long,2023-03-22 09:30:00+00:00,2023-03-22 14:30:00+00:00,28098.29,28473.46134367,67619.42,902.8617,1.1999,tp,10
ETH/USDT,long,pullback_long,2023-03-22 09:30:00+00:00,2023-03-22 14:30:00+00:00,1789.01,1814.4375161,67619.42,961.0868,1.2,tp,10
ETH/USDT,long,pullback_long,2023-03-22 18:00:00+00:00,2023-03-22 18:30:00+00:00,1787.19,1757.46841107,68271.81,-1135.3839,-1.0,sl,1
SOL/USDT,long,pullback_long,2023-03-20 18:30:00+00:00,2023-03-22 19:30:00+00:00,22.55,21.44490297,67619.42,-3313.7925,-1.0,sl,98
SOL/USDT,long,pullback_long,2023-03-23 19:30:00+00:00,2023-03-24 15:00:00+00:00,21.84,21.14454014,66714.59,-2124.4194,-1.0,sl,37
BTC/USDT,long,pullback_long,2023-03-23 19:30:00+00:00,2023-03-24 21:00:00+00:00,27908.22,27264.33994778,66714.59,-1539.195,-1.0,sl,49
ETH/USDT,short,swing_low_continuation,2023-03-25 18:30:00+00:00,2023-03-25 20:00:00+00:00,1744.83,1714.53583717,65432.33,1136.052,1.2318,tp,3
SOL/USDT,short,swing_low_continuation,2023-03-25 08:30:00+00:00,2023-03-27 14:00:00+00:00,20.55,20.05327204,65432.33,1581.6091,0.8301,tp,107
ETH/USDT,long,pullback_long,2023-03-27 02:30:00+00:00,2023-03-27 14:00:00+00:00,1763.39,1741.30489019,65829.95,-824.4697,-1.0,sl,23
SOL/USDT,short,swing_low_continuation,2023-03-27 19:30:00+00:00,2023-03-28 14:00:00+00:00,19.88,20.29416537,66094.95,-1376.9738,-1.0,sl,37
BTC/USDT,short,swing_low_continuation,2023-03-28 09:30:00+00:00,2023-03-28 18:30:00+00:00,26983.18,27365.53189932,66094.95,-936.566,-1.0,sl,18
ETH/USDT,long,pullback_long,2023-03-30 07:00:00+00:00,2023-03-30 17:30:00+00:00,1796.15,1767.7516756,65285.21,-1032.2025,-1.0,sl,21
ETH/USDT,long,pullback_long,2023-03-31 06:30:00+00:00,2023-03-31 07:30:00+00:00,1797.81,1779.13967937,64923.94,-674.2374,-1.0,sl,2
ETH/USDT,long,pullback_long,2023-03-31 08:00:00+00:00,2023-03-31 13:00:00+00:00,1795.23,1821.36435762,64687.95,941.7055,1.2,tp,10
SOL/USDT,long,pullback_long,2023-04-02 02:30:00+00:00,2023-04-02 07:00:00+00:00,20.96,21.29537831,65017.55,1040.3376,1.2842,tp,9
BTC/USDT,long,pullback_long,2023-04-01 15:30:00+00:00,2023-04-02 15:00:00+00:00,28358.61,28135.38887126,65017.55,-511.7772,-1.0,sl,47
BTC/USDT,short,swing_low_continuation,2023-04-03 01:30:00+00:00,2023-04-03 08:00:00+00:00,28018.38,28158.17844952,65202.55,-325.3299,-1.0,sl,13
ETH/USDT,short,swing_low_continuation,2023-04-03 01:30:00+00:00,2023-04-03 08:00:00+00:00,1785.46,1800.13725001,65202.55,-535.993,-1.0,sl,13
SOL/USDT,short,swing_low_continuation,2023-04-03 01:30:00+00:00,2023-04-03 18:30:00+00:00,20.35,20.61915829,65202.55,-862.3984,-1.0,sl,34
ETH/USDT,long,pullback_long,2023-04-06 02:00:00+00:00,2023-04-06 08:00:00+00:00,1898.41,1873.29578053,64599.24,-854.5886,-1.0,sl,12
SOL/USDT,short,swing_low_continuation,2023-04-07 07:30:00+00:00,2023-04-08 05:30:00+00:00,20.38,20.68024111,64300.14,-947.279,-1.0,sl,44
SOL/USDT,short,swing_low_continuation,2023-04-08 22:30:00+00:00,2023-04-09 12:00:00+00:00,19.93,20.27505819,63968.59,-1107.5206,-1.0,sl,27
ETH/USDT,short,swing_low_continuation,2023-04-09 06:30:00+00:00,2023-04-09 18:30:00+00:00,1837.88,1855.6111509,63968.59,-617.1441,-1.0,sl,24
SOL/USDT,long,pullback_long,2023-04-12 06:00:00+00:00,2023-04-12 07:00:00+00:00,22.7,23.52435587,63364.96,2301.1135,1.1688,tp,2
BTC/USDT,long,pullback_long,2023-04-12 05:00:00+00:00,2023-04-12 12:30:00+00:00,29978.59,30372.58389021,63364.96,832.7746,1.1999,tp,15
BTC/USDT,long,pullback_long,2023-04-12 16:30:00+00:00,2023-04-13 14:30:00+00:00,29991.85,30487.67845682,64461.82,1065.6897,1.1999,tp,44
ETH/USDT,long,pullback_long,2023-04-16 11:00:00+00:00,2023-04-16 17:00:00+00:00,2089.95,2107.68245283,64834.81,550.0994,1.2015,tp,12
BTC/USDT,short,swing_low_continuation,2023-04-17 11:30:00+00:00,2023-04-17 13:30:00+00:00,29764.99,29257.75758075,65027.34,1108.1467,2.573,tp,4
BTC/USDT,short,swing_low_continuation,2023-04-17 14:00:00+00:00,2023-04-18 08:00:00+00:00,29402.2,29815.68290085,65415.2,-919.9334,-1.0,sl,36
ETH/USDT,long,pullback_long,2023-04-18 15:00:00+00:00,2023-04-18 17:30:00+00:00,2097.96,2075.82043288,65093.22,-686.9224,-1.0,sl,5
BTC/USDT,short,swing_low_continuation,2023-04-19 21:30:00+00:00,2023-04-19 23:00:00+00:00,29057.06,28738.32706542,64852.8,711.3839,0.4885,tp,3
ETH/USDT,short,swing_low_continuation,2023-04-19 21:30:00+00:00,2023-04-19 23:00:00+00:00,1959.29,1937.3473196,64852.8,726.3061,0.3519,tp,3
BTC/USDT,short,swing_low_continuation,2023-04-19 23:30:00+00:00,2023-04-20 16:00:00+00:00,28728.87,28317.14792886,65355.99,936.6363,0.6162,tp,33
SOL/USDT,short,swing_low_continuation,2023-04-19 23:30:00+00:00,2023-04-20 16:00:00+00:00,22.53,21.88703811,65355.99,1865.1314,0.5865,tp,33
BTC/USDT,short,swing_low_continuation,2023-04-20 16:30:00+00:00,2023-04-21 06:30:00+00:00,28571.78,27946.57526041,66336.61,1451.5708,1.2739,tp,28
ETH/USDT,short,swing_low_continuation,2023-04-19 23:30:00+00:00,2023-04-21 12:00:00+00:00,1930.77,1893.47462761,65355.99,1262.4373,0.7,tp,73
BTC/USDT,short,swing_low_continuation,2023-04-21 07:00:00+00:00,2023-04-21 19:00:00+00:00,27916.87,27486.80783765,66844.66,1029.7486,0.8,tp,24
ETH/USDT,short,swing_low_continuation,2023-04-21 13:30:00+00:00,2023-04-21 19:00:00+00:00,1915.4,1871.72996213,67286.51,1534.0944,1.1841,tp,11
SOL/USDT,short,swing_low_continuation,2023-04-21 19:30:00+00:00,2023-04-23 07:30:00+00:00,21.39,22.07864445,68183.85,-2195.158,-1.0,sl,72
BTC/USDT,short,swing_low_continuation,2023-04-21 19:30:00+00:00,2023-04-24 01:00:00+00:00,27382.88,27892.76512618,68183.85,-1269.6229,-1.0,sl,107
ETH/USDT,short,swing_low_continuation,2023-04-21 19:30:00+00:00,2023-04-25 14:30:00+00:00,1850.31,1802.80705864,68183.85,1750.4815,1.1242,tp,182
SOL/USDT,long,pullback_long,2023-04-29 23:30:00+00:00,2023-04-30 08:00:00+00:00,23.16,23.6250027,67583.85,1356.9375,1.2,tp,17
BTC/USDT,long,pullback_long,2023-04-29 01:30:00+00:00,2023-04-30 15:00:00+00:00,29280.6,29633.46554753,67583.85,814.4646,1.2001,tp,75
BTC/USDT,long,pullback_long,2023-04-30 22:30:00+00:00,2023-05-01 01:30:00+00:00,29418.11,29079.60639878,68343.84,-786.408,-1.0,sl,6
BTC/USDT,short,swing_low_continuation,2023-05-01 13:30:00+00:00,2023-05-01 15:00:00+00:00,28599.62,28096.061494,68068.6,1198.4957,1.6221,tp,3
SOL/USDT,short,swing_low_continuation,2023-05-01 03:30:00+00:00,2023-05-01 16:00:00+00:00,22.13,21.61878,68068.6,1572.4369,0.6802,tp,25
ETH/USDT,short,swing_low_continuation,2023-05-01 13:30:00+00:00,2023-05-01 19:00:00+00:00,1849.83,1817.88282929,68068.6,1175.567,1.527,tp,11
BTC/USDT,short,swing_low_continuation,2023-05-01 19:30:00+00:00,2023-05-02 14:00:00+00:00,28015.65,28414.44629254,69449.87,-988.6028,-1.0,sl,37
ETH/USDT,short,swing_low_continuation,2023-05-01 19:30:00+00:00,2023-05-02 14:00:00+00:00,1823.08,1846.72784039,69449.87,-900.8598,-1.0,sl,37
SOL/USDT,short,swing_low_continuation,2023-05-01 18:30:00+00:00,2023-05-03 11:30:00+00:00,21.87,21.41077955,69038.42,1449.6504,0.8,tp,82
BTC/USDT,short,swing_low_continuation,2023-05-03 05:30:00+00:00,2023-05-03 14:30:00+00:00,28483.12,28124.23575201,68788.56,866.7285,0.8245,tp,18
SOL/USDT,short,swing_low_continuation,2023-05-03 12:00:00+00:00,2023-05-03 21:00:00+00:00,21.4,21.89791099,69295.94,-1612.2995,-1.0,sl,18
BTC/USDT,long,pullback_long,2023-05-04 19:30:00+00:00,2023-05-05 01:30:00+00:00,28824.2,29239.26065473,69034.99,994.0851,1.2001,tp,12
BTC/USDT,long,pullback_long,2023-05-06 04:30:00+00:00,2023-05-06 12:30:00+00:00,29372.91,29070.81202542,69382.92,-713.5977,-1.0,sl,16
ETH/USDT,long,pullback_long,2023-05-07 19:30:00+00:00,2023-05-07 23:30:00+00:00,1911.19,1890.29500439,69133.16,-755.8312,-1.0,sl,8
BTC/USDT,short,swing_low_continuation,2023-05-08 03:30:00+00:00,2023-05-08 08:30:00+00:00,28157.33,27800.20403008,68868.62,873.4767,0.6592,tp,10
SOL/USDT,short,swing_low_continuation,2023-05-08 01:30:00+00:00,2023-05-08 17:30:00+00:00,21.55,20.55198397,68868.62,3189.4193,3.299,tp,32
BTC/USDT,short,swing_low_continuation,2023-05-08 09:00:00+00:00,2023-05-08 20:00:00+00:00,27704.95,27272.06492739,69174.34,1080.8371,0.8,tp,22
SOL/USDT,short,swing_low_continuation,2023-05-09 06:30:00+00:00,2023-05-10 12:30:00+00:00,20.5,21.1029802,70668.93,-2078.6325,-1.0,sl,60
ETH/USDT,short,swing_low_continuation,2023-05-08 09:00:00+00:00,2023-05-10 13:00:00+00:00,1842.25,1884.24599731,69174.34,-1576.9007,-1.0,sl,104
SOL/USDT,short,swing_low_continuation,2023-05-11 11:30:00+00:00,2023-05-11 14:00:00+00:00,20.55,20.07093002,69389.49,1617.6361,1.0328,tp,5
BTC/USDT,short,swing_low_continuation,2023-05-11 08:30:00+00:00,2023-05-11 14:30:00+00:00,27406.31,26982.05225094,69389.49,1074.1697,0.8577,tp,12
ETH/USDT,short,swing_low_continuation,2023-05-11 14:30:00+00:00,2023-05-12 02:30:00+00:00,1806.29,1769.61103127,69955.66,1420.5368,1.2859,tp,24
BTC/USDT,short,swing_low_continuation,2023-05-12 03:00:00+00:00,2023-05-12 05:30:00+00:00,26646.7,26194.83965684,70828.81,1201.0767,0.8,tp,5
SOL/USDT,short,swing_low_continuation,2023-05-11 14:30:00+00:00,2023-05-12 14:00:00+00:00,20.12,20.70332396,69955.66,-2028.1716,-1.0,sl,47
