symbol,direction,model,entry_ts,exit_ts,entry_price,exit_price,size_usdt,pnl,r_value,exit_reason,bars_held
ETH/USDT,short,swing_low_continuation,2024-05-08 20:30:00+00:00,2024-05-09 16:00:00+00:00,2956.29,3024.12649574,83721.4,-1921.1127,-1.0,sl,39
BTC/USDT,short,swing_low_continuation,2024-05-08 22:30:00+00:00,2024-05-09 16:00:00+00:00,61378.0,62478.52967445,84173.67,-1509.2643,-1.0,sl,35
BTC/USDT,short,swing_low_continuation,2024-05-10 17:30:00+00:00,2024-05-13 07:30:00+00:00,60463.68,61907.06742694,82973.04,-1980.7303,-1.0,sl,124
ETH/USDT,short,swing_low_continuation,2024-05-10 17:30:00+00:00,2024-05-13 08:00:00+00:00,2896.51,2962.89827849,82973.04,-1901.7498,-1.0,sl,125
SOL/USDT,long,pullback_long,2024-05-14 04:00:00+00:00,2024-05-14 14:00:00+00:00,146.32,143.12566043,81614.17,-1781.7344,-1.0,sl,20
BTC/USDT,short,swing_low_continuation,2024-05-14 16:30:00+00:00,2024-05-15 09:30:00+00:00,61509.2,62650.68304468,80990.56,-1503.0166,-1.0,sl,34
ETH/USDT,short,swing_low_continuation,2024-05-14 14:30:00+00:00,2024-05-15 12:30:00+00:00,2910.33,2951.42407427,80990.56,-1143.5927,-1.0,sl,44
SOL/USDT,long,pullback_long,2024-05-17 00:00:00+00:00,2024-05-17 06:30:00+00:00,159.36,163.96235878,80064.25,2312.2766,1.2058,tp,13
BTC/USDT,long,pullback_long,2024-05-18 15:30:00+00:00,2024-05-19 10:30:00+00:00,66806.9,67525.87576321,80873.55,870.361,1.2,tp,38
SOL/USDT,long,pullback_long,2024-05-18 18:00:00+00:00,2024-05-19 13:00:00+00:00,171.42,167.94993022,80873.55,-1637.1302,-1.0,sl,38
ETH/USDT,long,pullback_long,2024-05-20 15:00:00+00:00,2024-05-20 16:30:00+00:00,3090.77,3137.20941684,80605.18,1211.1084,1.1994,tp,3
SOL/USDT,long,pullback_long,2024-05-21 08:00:00+00:00,2024-05-21 15:30:00+00:00,181.28,176.64446265,81029.07,-2072.0062,-1.0,sl,15
ETH/USDT,long,pullback_long,2024-05-22 19:30:00+00:00,2024-05-23 09:30:00+00:00,3738.86,3840.15264923,80303.86,2175.5805,1.2003,tp,28
SOL/USDT,long,pullback_long,2024-05-22 20:30:00+00:00,2024-05-23 10:30:00+00:00,179.01,173.89961566,80303.86,-2292.5177,-1.0,sl,28
ETH/USDT,long,pullback_long,2024-05-23 19:30:00+00:00,2024-05-23 20:00:00+00:00,3787.23,3648.07603869,80262.94,-2949.0963,-1.0,sl,1
SOL/USDT,short,swing_low_continuation,2024-05-24 04:30:00+00:00,2024-05-24 08:00:00+00:00,170.73,162.93192394,79230.75,3618.8568,1.2921,tp,7
BTC/USDT,short,swing_low_continuation,2024-05-24 06:30:00+00:00,2024-05-24 15:00:00+00:00,67154.54,68318.09676513,79230.75,-1372.7959,-1.0,sl,17
ETH/USDT,long,pullback_long,2024-05-25 14:30:00+00:00,2024-05-26 07:30:00+00:00,3737.82,3787.09354609,80016.87,1054.8167,1.1995,tp,34
BTC/USDT,long,pullback_long,2024-05-26 10:00:00+00:00,2024-05-26 15:30:00+00:00,69086.54,68697.79811269,80386.06,-452.323,-1.0,sl,11
BTC/USDT,long,pullback_long,2024-05-28 00:00:00+00:00,2024-05-28 01:30:00+00:00,69436.43,68732.02069871,80227.75,-813.8836,-1.0,sl,3
SOL/USDT,short,swing_low_continuation,2024-05-24 08:30:00+00:00,2024-05-28 13:00:00+00:00,163.4,172.92485931,80497.35,-4692.3252,-1.0,sl,201
BTC/USDT,long,pullback_long,2024-06-04 01:30:00+00:00,2024-06-04 14:00:00+00:00,69012.98,69904.5206187,78300.57,1011.5219,1.2,tp,25
SOL/USDT,long,pullback_long,2024-06-06 08:30:00+00:00,2024-06-06 19:00:00+00:00,172.68,170.73025079,78654.61,-888.098,-1.0,sl,21
ETH/USDT,long,pullback_long,2024-06-06 14:30:00+00:00,2024-06-06 19:30:00+00:00,3840.28,3807.04840223,78654.61,-680.6322,-1.0,sl,10
BTC/USDT,long,pullback_long,2024-06-07 16:00:00+00:00,2024-06-07 17:30:00+00:00,71111.55,70338.59210814,78105.55,-848.9802,-1.0,sl,3
SOL/USDT,short,swing_low_continuation,2024-06-08 10:30:00+00:00,2024-06-08 12:00:00+00:00,161.65,159.16300345,77808.41,1197.0878,0.6346,tp,3
SOL/USDT,short,swing_low_continuation,2024-06-08 12:30:00+00:00,2024-06-09 03:00:00+00:00,160.27,156.89325298,78227.39,1648.1819,0.99,tp,29
ETH/USDT,short,swing_low_continuation,2024-06-07 23:30:00+00:00,2024-06-11 01:30:00+00:00,3682.09,3620.48735022,77808.41,1301.7618,0.899,tp,148
ETH/USDT,short,swing_low_continuation,2024-06-11 02:30:00+00:00,2024-06-11 04:00:00+00:00,3595.84,3554.23165535,79259.87,917.1354,0.619,tp,3
ETH/USDT,short,swing_low_continuation,2024-06-11 04:30:00+00:00,2024-06-11 06:30:00+00:00,3549.9,3512.0101518,79580.86,849.4061,0.4582,tp,4
SOL/USDT,short,swing_low_continuation,2024-06-11 04:30:00+00:00,2024-06-11 14:00:00+00:00,154.35,150.73107626,79580.86,1865.8702,0.7376,tp,19
ETH/USDT,short,swing_low_continuation,2024-06-11 14:30:00+00:00,2024-06-11 15:30:00+00:00,3525.44,3453.69098432,80531.21,1638.9543,1.1421,tp,2
SOL/USDT,short,swing_low_continuation,2024-06-11 15:30:00+00:00,2024-06-12 10:00:00+00:00,151.55,153.18017062,80531.21,-866.2462,-1.0,sl,37
ETH/USDT,short,swing_low_continuation,2024-06-12 19:30:00+00:00,2024-06-13 15:30:00+00:00,3555.19,3453.74865798,80801.66,2305.5389,1.4941,tp,40
SOL/USDT,short,swing_low_continuation,2024-06-13 09:30:00+00:00,2024-06-13 15:30:00+00:00,151.04,147.23452733,80801.66,2035.8085,0.7604,tp,12
ETH/USDT,short,swing_low_continuation,2024-06-13 16:00:00+00:00,2024-06-14 06:30:00+00:00,3441.73,3531.29803051,82321.13,-2142.3358,-1.0,sl,29
SOL/USDT,short,swing_low_continuation,2024-06-13 16:00:00+00:00,2024-06-14 16:00:00+00:00,146.87,142.47168857,82321.13,2465.2684,0.8,tp,48
SOL/USDT,short,swing_low_continuation,2024-06-14 16:30:00+00:00,2024-06-16 14:00:00+00:00,141.92,146.47090298,82434.16,-2643.3897,-1.0,sl,91
SOL/USDT,short,swing_low_continuation,2024-06-17 13:30:00+00:00,2024-06-17 18:00:00+00:00,143.62,146.501933,81508.97,-1635.5897,-1.0,sl,9
ETH/USDT,short,swing_low_continuation,2024-06-17 13:30:00+00:00,2024-06-17 18:00:00+00:00,3532.2,3560.11845547,81508.97,-644.2457,-1.0,sl,9
ETH/USDT,short,swing_low_continuation,2024-06-18 00:30:00+00:00,2024-06-18 01:30:00+00:00,3498.38,3405.24608398,80711.03,2148.69,1.5895,tp,2
BTC/USDT,short,swing_low_continuation,2024-06-18 12:30:00+00:00,2024-06-18 15:00:00+00:00,65026.01,64338.25696574,81463.07,861.601,0.5198,tp,5
ETH/USDT,short,swing_low_continuation,2024-06-18 12:30:00+00:00,2024-06-19 00:30:00+00:00,3387.87,3490.70315142,81463.07,-2472.6758,-1.0,sl,24
SOL/USDT,short,swing_low_continuation,2024-06-18 17:30:00+00:00,2024-06-19 01:00:00+00:00,133.13,139.56363495,81764.63,-3951.3542,-1.0,sl,15
BTC/USDT,short,swing_low_continuation,2024-06-18 17:30:00+00:00,2024-06-20 07:00:00+00:00,64480.0,65895.92922083,81764.63,-1795.4859,-1.0,sl,75
SOL/USDT,short,swing_low_continuation,2024-06-23 20:30:00+00:00,2024-06-23 23:30:00+00:00,130.67,128.42440669,78887.8,1355.7046,0.8851,tp,6
SOL/USDT,short,swing_low_continuation,2024-06-24 00:00:00+00:00,2024-06-24 01:30:00+00:00,128.68,126.38373597,79362.3,1416.2014,0.7938,tp,3
BTC/USDT,short,swing_low_continuation,2024-06-21 13:30:00+00:00,2024-06-24 02:30:00+00:00,63634.64,62809.75641321,78887.8,1022.6074,0.8354,tp,122
ETH/USDT,short,swing_low_continuation,2024-06-24 00:00:00+00:00,2024-06-24 04:00:00+00:00,3420.91,3385.6156479,79362.3,818.8,0.8,tp,8
BTC/USDT,short,swing_low_continuation,2024-06-24 03:00:00+00:00,2024-06-24 05:30:00+00:00,62880.95,62351.05624793,80215.88,675.9741,0.8,tp,5
SOL/USDT,short,swing_low_continuation,2024-06-24 03:00:00+00:00,2024-06-24 05:30:00+00:00,126.7,123.95740449,80215.88,1736.3829,0.8053,tp,5
BTC/USDT,short,swing_low_continuation,2024-06-24 06:00:00+00:00,2024-06-24 09:30:00+00:00,62314.01,61720.29104107,81346.78,775.0605,0.8,tp,7
ETH/USDT,short,swing_low_continuation,2024-06-24 06:00:00+00:00,2024-06-24 09:30:00+00:00,3371.33,3324.95684922,81346.78,1118.9372,0.8,tp,7
SOL/USDT,short,swing_low_continuation,2024-06-24 06:00:00+00:00,2024-06-24 12:00:00+00:00,123.92,127.66611167,81346.78,-2459.1198,-1.0,sl,12
ETH/USDT,short,swing_low_continuation,2024-06-24 10:00:00+00:00,2024-06-24 16:30:00+00:00,3308.6,3242.57122503,82009.68,1636.6435,0.8,tp,13
ETH/USDT,short,swing_low_continuation,2024-06-24 17:00:00+00:00,2024-06-24 21:30:00+00:00,3260.15,3347.42604839,81721.82,-2187.7391,-1.0,sl,9
BTC/USDT,short,swing_low_continuation,2024-06-26 04:30:00+00:00,2024-06-26 19:00:00+00:00,61794.01,60825.73502345,80956.11,1268.5336,0.9419,tp,29
SOL/USDT,long,pullback_long,2024-06-28 08:30:00+00:00,2024-06-28 14:30:00+00:00,145.46,142.31235697,81400.1,-1761.4358,-1.0,sl,12
SOL/USDT,long,pullback_long,2024-07-02 08:30:00+00:00,2024-07-02 12:30:00+00:00,147.57,150.31119799,80783.59,1500.6018,1.2097,tp,8
BTC/USDT,short,swing_low_continuation,2024-07-03 04:30:00+00:00,2024-07-03 10:00:00+00:00,60964.0,60174.75024427,81308.8,1052.6368,0.9788,tp,11
ETH/USDT,short,swing_low_continuation,2024-07-03 07:30:00+00:00,2024-07-03 10:00:00+00:00,3355.41,3317.82263142,81308.8,910.8228,0.9453,tp,5
ETH/USDT,short,swing_low_continuation,2024-07-03 10:30:00+00:00,2024-07-03 19:00:00+00:00,3306.48,3272.60256604,81996.01,840.1123,0.5718,tp,17
BTC/USDT,short,swing_low_continuation,2024-07-03 10:30:00+00:00,2024-07-03 20:30:00+00:00,60132.01,59596.72430031,81996.01,729.9156,0.4331,tp,20
SOL/USDT,short,swing_low_continuation,2024-07-03 19:30:00+00:00,2024-07-04 01:30:00+00:00,140.43,136.45122043,82290.05,2331.5101,0.8,tp,12
ETH/USDT,short,swing_low_continuation,2024-07-03 19:30:00+00:00,2024-07-04 01:30:00+00:00,3280.81,3216.51485825,82290.05,1612.6659,1.3479,tp,12
BTC/USDT,short,swing_low_continuation,2024-07-04 02:00:00+00:00,2024-07-04 08:30:00+00:00,58561.1,57499.93765833,83925.99,1520.7894,0.8,tp,13
ETH/USDT,short,swing_low_continuation,2024-07-04 02:00:00+00:00,2024-07-04 08:30:00+00:00,3210.59,3149.95243987,83925.99,1585.0879,0.7998,tp,13
ETH/USDT,short,swing_low_continuation,2024-07-04 09:00:00+00:00,2024-07-04 13:00:00+00:00,3168.84,3103.16215949,85013.04,1761.9927,0.8002,tp,8
SOL/USDT,short,swing_low_continuation,2024-07-04 02:00:00+00:00,2024-07-04 23:30:00+00:00,134.15,129.23865491,83925.99,3072.6016,0.7971,tp,43
BTC/USDT,short,swing_low_continuation,2024-07-04 09:00:00+00:00,2024-07-05 02:30:00+00:00,57688.46,56491.27359228,85013.04,1764.2429,0.8,tp,35
SOL/USDT,short,swing_low_continuation,2024-07-05 00:00:00+00:00,2024-07-05 02:30:00+00:00,127.85,123.0390332,86705.15,3262.6953,0.797,tp,5
ETH/USDT,short,swing_low_continuation,2024-07-05 00:00:00+00:00,2024-07-05 02:30:00+00:00,3059.7,2988.99113003,86705.15,2003.7334,0.8,tp,5
SOL/USDT,short,swing_low_continuation,2024-07-05 03:00:00+00:00,2024-07-05 11:00:00+00:00,122.9,129.90955178,89165.89,-5085.5405,-1.0,sl,16
BTC/USDT,short,swing_low_continuation,2024-07-08 01:30:00+00:00,2024-07-08 08:00:00+00:00,54794.0,56234.01646822,87385.95,-2296.5508,-1.0,sl,13
SOL/USDT,long,pullback_long,2024-07-10 02:00:00+00:00,2024-07-10 04:00:00+00:00,140.26,144.36861064,86582.15,2536.2352,1.2,tp,4
BTC/USDT,long,pullback_long,2024-07-16 10:30:00+00:00,2024-07-16 15:00:00+00:00,63285.12,64578.67034943,87469.84,1787.887,1.2,tp,9
ETH/USDT,long,pullback_long,2024-07-16 10:30:00+00:00,2024-07-16 15:30:00+00:00,3400.3,3473.76656357,87469.84,1889.8652,1.2,tp,10
ETH/USDT,long,pullback_long,2024-07-17 15:30:00+00:00,2024-07-17 16:00:00+00:00,3463.48,3412.26627367,88757.05,-1312.4312,-1.0,sl,1
BTC/USDT,long,pullback_long,2024-07-17 12:30:00+00:00,2024-07-17 16:30:00+00:00,64802.88,63946.38343695,88757.05,-1173.0977,-1.0,sl,8
SOL/USDT,long,pullback_long,2024-07-20 14:00:00+00:00,2024-07-20 17:00:00+00:00,168.22,171.14388129,87887.11,1527.5917,1.2,tp,6
BTC/USDT,long,pullback_long,2024-07-22 10:30:00+00:00,2024-07-22 14:30:00+00:00,67518.0,66808.27591134,88421.77,-929.4567,-1.0,sl,8
SOL/USDT,long,pullback_long,2024-07-22 10:00:00+00:00,2024-07-23 05:00:00+00:00,178.96,174.9435738,88421.77,-1984.4631,-1.0,sl,38
BTC/USDT,long,pullback_long,2024-07-23 00:00:00+00:00,2024-07-23 05:00:00+00:00,67532.0,66691.2291197,88096.46,-1096.7976,-1.0,sl,10
SOL/USDT,long,pullback_long,2024-07-24 22:00:00+00:00,2024-07-25 01:00:00+00:00,177.5,172.29305986,87018.02,-2552.6627,-1.0,sl,6
ETH/USDT,short,swing_low_continuation,2024-07-24 22:30:00+00:00,2024-07-25 01:00:00+00:00,3331.67,3267.27325392,87018.02,1681.9425,0.858,tp,5
ETH/USDT,short,swing_low_continuation,2024-07-25 01:30:00+00:00,2024-07-25 04:00:00+00:00,3219.69,3139.02568836,86713.27,2172.4657,0.8882,tp,5
SOL/USDT,short,swing_low_continuation,2024-07-25 12:30:00+00:00,2024-07-26 02:00:00+00:00,168.19,174.79372884,87473.63,-3434.5213,-1.0,sl,27
ETH/USDT,short,swing_low_continuation,2024-07-25 12:30:00+00:00,2024-07-26 02:00:00+00:00,3168.81,3233.95016213,87473.63,-1798.166,-1.0,sl,27
SOL/USDT,long,pullback_long,2024-07-27 16:30:00+00:00,2024-07-27 20:00:00+00:00,182.93,179.2928818,85642.19,-1702.7867,-1.0,sl,7
SOL/USDT,long,pullback_long,2024-07-28 09:00:00+00:00,2024-07-29 00:00:00+00:00,183.82,188.06950567,85046.21,1966.0774,1.2,tp,30
BTC/USDT,short,swing_low_continuation,2024-07-29 23:30:00+00:00,2024-07-30 14:30:00+00:00,67012.73,65726.13059204,85734.34,1646.0417,1.1748,tp,30
SOL/USDT,short,swing_low_continuation,2024-07-30 17:30:00+00:00,2024-07-31 06:00:00+00:00,178.6,183.17302404,86310.46,-2209.9653,-1.0,sl,25
BTC/USDT,short,swing_low_continuation,2024-07-30 15:00:00+00:00,2024-07-31 20:00:00+00:00,65810.01,64823.2832684,86310.46,1294.1016,0.8,tp,58
BTC/USDT,short,swing_low_continuation,2024-07-31 20:30:00+00:00,2024-08-01 15:00:00+00:00,64882.01,63470.86014526,85989.9,1870.2354,1.26,tp,37
ETH/USDT,short,swing_low_continuation,2024-08-01 02:30:00+00:00,2024-08-01 15:00:00+00:00,3186.68,3132.81514501,85989.9,1453.4982,0.5848,tp,25
BTC/USDT,short,swing_low_continuation,2024-08-01 15:30:00+00:00,2024-08-01 20:30:00+00:00,62984.0,64219.96719492,87153.21,-1710.2519,-1.0,sl,10
ETH/USDT,short,swing_low_continuation,2024-08-01 15:30:00+00:00,2024-08-01 22:00:00+00:00,3117.35,3190.98799661,87153.21,-2058.7319,-1.0,sl,13
SOL/USDT,short,swing_low_continuation,2024-08-01 15:30:00+00:00,2024-08-02 00:00:00+00:00,162.98,168.92830998,87153.21,-3180.8462,-1.0,sl,17
ETH/USDT,short,swing_low_continuation,2024-08-02 07:30:00+00:00,2024-08-02 14:30:00+00:00,3152.82,3087.46274645,84720.77,1756.2426,0.9398,tp,14
SOL/USDT,short,swing_low_continuation,2024-08-02 06:30:00+00:00,2024-08-02 15:00:00+00:00,159.54,156.57401437,84720.77,1575.0319,0.3194,tp,17
SOL/USDT,short,swing_low_continuation,2024-08-02 15:30:00+00:00,2024-08-02 19:30:00+00:00,154.36,150.12796807,85886.72,2354.7249,0.3959,tp,8
BTC/USDT,short,swing_low_continuation,2024-08-02 20:00:00+00:00,2024-08-02 22:30:00+00:00,62633.58,61274.00531507,86710.87,1882.2156,0.8,tp,5
ETH/USDT,short,swing_low_continuation,2024-08-02 15:00:00+00:00,2024-08-03 00:30:00+00:00,3038.41,2964.58204474,85335.46,2073.4998,0.8,tp,19
SOL/USDT,short,swing_low_continuation,2024-08-02 20:00:00+00:00,2024-08-03 16:00:00+00:00,151.29,144.80184861,86710.87,3718.6414,0.7978,tp,40
ETH/USDT,short,swing_low_continuation,2024-08-03 01:00:00+00:00,2024-08-03 19:00:00+00:00,2962.4,2883.39598381,88095.37,2349.4086,0.8,tp,36
BTC/USDT,short,swing_low_continuation,2024-08-03 01:00:00+00:00,2024-08-04 14:30:00+00:00,61132.01,59605.21771984,88095.37,2200.2112,0.8,tp,75
ETH/USDT,short,swing_low_continuation,2024-08-03 19:30:00+00:00,2024-08-04 15:30:00+00:00,2884.75,2830.05788216,90219.19,1710.4701,0.6207,tp,40
SOL/USDT,short,swing_low_continuation,2024-08-03 19:30:00+00:00,2024-08-04 16:00:00+00:00,141.37,134.66390345,90219.19,4279.6817,1.0738,tp,41
ETH/USDT,short,swing_low_continuation,2024-08-04 16:00:00+00:00,2024-08-04 17:00:00+00:00,2827.0,2770.75425946,91587.93,1822.2253,0.8005,tp,2
BTC/USDT,short,swing_low_continuation,2024-08-04 16:00:00+00:00,2024-08-04 17:30:00+00:00,59086.01,58074.67125151,91587.93,1567.654,0.8,tp,3
BTC/USDT,short,swing_low_continuation,2024-08-04 18:00:00+00:00,2024-08-04 19:00:00+00:00,57864.43,59360.03911029,94272.27,-2436.6345,-1.0,sl,2
ETH/USDT,short,swing_low_continuation,2024-08-04 17:30:00+00:00,2024-08-05 00:30:00+00:00,2738.13,2620.77647882,93723.59,4016.8996,1.9136,tp,14
BTC/USDT,short,swing_low_continuation,2024-08-05 00:30:00+00:00,2024-08-05 01:00:00+00:00,57409.99,54524.00769943,93419.45,4696.1666,3.4916,tp,1
SOL/USDT,short,swing_low_continuation,2024-08-05 00:30:00+00:00,2024-08-05 01:00:00+00:00,136.81,124.35135966,93419.45,8507.268,3.6394,tp,1
SOL/USDT,short,swing_low_continuation,2024-08-05 01:30:00+00:00,2024-08-05 05:00:00+00:00,131.61,122.85697682,99446.57,6613.9209,0.8979,tp,7
ETH/USDT,short,swing_low_continuation,2024-08-07 23:30:00+00:00,2024-08-08 02:00:00+00:00,2350.48,2451.5385185,101761.44,-4375.2171,-1.0,sl,5
SOL/USDT,short,swing_low_continuation,2024-08-11 20:30:00+00:00,2024-08-12 11:00:00+00:00,145.22,148.47086802,100230.11,-2243.7327,-1.0,sl,29
BTC/USDT,short,swing_low_continuation,2024-08-12 06:30:00+00:00,2024-08-12 11:30:00+00:00,58495.49,59630.00495047,100230.11,-1943.9543,-1.0,sl,10
BTC/USDT,short,swing_low_continuation,2024-08-12 13:30:00+00:00,2024-08-12 14:30:00+00:00,59534.44,59901.38636749,98764.42,-608.7442,-1.0,sl,2
BTC/USDT,short,swing_low_continuation,2024-08-15 06:30:00+00:00,2024-08-15 12:30:00+00:00,58101.99,59380.52577897,98551.36,-2168.6252,-1.0,sl,12
BTC/USDT,short,swing_low_continuation,2024-08-15 20:30:00+00:00,2024-08-16 02:30:00+00:00,56890.42,58350.80071201,97792.34,-2510.3356,-1.0,sl,12
BTC/USDT,short,swing_low_continuation,2024-08-19 09:30:00+00:00,2024-08-19 13:00:00+00:00,58624.0,58894.52905462,96913.73,-447.2226,-1.0,sl,7
ETH/USDT,short,swing_low_continuation,2024-08-19 13:30:00+00:00,2024-08-19 17:30:00+00:00,2596.82,2624.63800055,96757.2,-1036.4953,-1.0,sl,8
BTC/USDT,long,pullback_long,2024-08-22 14:00:00+00:00,2024-08-23 14:00:00+00:00,60816.0,61747.99024052,96394.43,1477.2209,1.2,tp,48
BTC/USDT,long,pullback_long,2024-08-25 10:30:00+00:00,2024-08-25 21:00:00+00:00,63882.0,64411.20468606,96911.45,802.8239,1.2,tp,21
ETH/USDT,long,pullback_long,2024-08-25 04:00:00+00:00,2024-08-26 02:00:00+00:00,2764.52,2726.06925096,96911.45,-1347.9077,-1.0,sl,44
BTC/USDT,long,pullback_long,2024-08-26 01:30:00+00:00,2024-08-26 06:30:00+00:00,64144.99,63508.69060999,97192.44,-964.1204,-1.0,sl,10
SOL/USDT,long,pullback_long,2024-08-26 01:30:00+00:00,2024-08-26 14:30:00+00:00,159.1,156.2295452,97192.44,-1753.5293,-1.0,sl,26
ETH/USDT,short,swing_low_continuation,2024-08-26 19:30:00+00:00,2024-08-27 10:30:00+00:00,2689.72,2639.13422188,95769.5,1801.1446,1.1702,tp,30
ETH/USDT,short,swing_low_continuation,2024-08-27 11:00:00+00:00,2024-08-27 14:00:00+00:00,2638.0,2598.28113247,96399.9,1451.4385,0.7996,tp,6
BTC/USDT,short,swing_low_continuation,2024-08-27 14:30:00+00:00,2024-08-27 21:30:00+00:00,62033.8,61106.08215586,96907.9,1449.2613,1.2397,tp,14
ETH/USDT,short,swing_low_continuation,2024-08-27 14:30:00+00:00,2024-08-27 21:30:00+00:00,2601.39,2540.73529661,96907.9,2259.5305,1.441,tp,14
BTC/USDT,short,swing_low_continuation,2024-08-27 22:00:00+00:00,2024-08-27 22:00:00+00:00,60419.99,59459.80403145,98205.98,1560.6756,0.8,tp,0
SOL/USDT,short,swing_low_continuation,2024-08-27 22:00:00+00:00,2024-08-27 22:00:00+00:00,149.24,145.24101379,98205.98,2631.4953,0.7964,tp,0
ETH/USDT,short,swing_low_continuation,2024-08-27 22:00:00+00:00,2024-08-27 22:00:00+00:00,2490.61,2427.51317181,98205.98,2487.939,0.8,tp,0
SOL/USDT,short,swing_low_continuation,2024-08-27 22:30:00+00:00,2024-08-28 08:00:00+00:00,145.8,143.11308424,100544.02,1852.9034,0.3764,tp,19
ETH/USDT,short,swing_low_continuation,2024-08-27 22:30:00+00:00,2024-08-28 20:00:00+00:00,2437.78,2551.24167558,100544.02,-4679.6237,-1.0,sl,43
SOL/USDT,short,swing_low_continuation,2024-08-28 16:30:00+00:00,2024-08-29 19:00:00+00:00,142.2,138.62252839,101192.53,2545.8045,0.5684,tp,53
BTC/USDT,short,swing_low_continuation,2024-08-29 18:30:00+00:00,2024-08-30 15:00:00+00:00,59628.01,58033.19504975,99554.66,2662.6959,1.6917,tp,41
SOL/USDT,short,swing_low_continuation,2024-08-30 15:30:00+00:00,2024-08-30 23:00:00+00:00,133.38,138.18566111,101377.64,-3652.6209,-1.0,sl,15
BTC/USDT,short,swing_low_continuation,2024-09-01 10:30:00+00:00,2024-09-01 14:00:00+00:00,57997.03,57336.3835668,100099.22,1140.2341,0.9755,tp,7
SOL/USDT,short,swing_low_continuation,2024-09-01 08:30:00+00:00,2024-09-01 15:30:00+00:00,131.77,134.57628881,100099.22,-2131.8003,-1.0,sl,14
ETH/USDT,short,swing_low_continuation,2024-09-01 14:30:00+00:00,2024-09-01 19:00:00+00:00,2449.39,2499.21199173,100498.3,-2044.1928,-1.0,sl,9
BTC/USDT,short,swing_low_continuation,2024-09-01 14:30:00+00:00,2024-09-02 00:30:00+00:00,57737.99,57134.05099311,100498.3,1051.2116,0.5621,tp,20
SOL/USDT,short,swing_low_continuation,2024-09-02 04:30:00+00:00,2024-09-02 10:30:00+00:00,129.26,132.73178463,99404.63,-2669.9015,-1.0,sl,12
BTC/USDT,short,swing_low_continuation,2024-09-04 02:30:00+00:00,2024-09-04 15:30:00+00:00,56610.01,57869.7200353,98470.16,-2191.1999,-1.0,sl,26
BTC/USDT,short,swing_low_continuation,2024-09-05 12:30:00+00:00,2024-09-05 15:30:00+00:00,56602.01,55856.53896847,97703.24,1286.7906,0.6988,tp,6
ETH/USDT,short,swing_low_continuation,2024-09-05 15:30:00+00:00,2024-09-06 07:00:00+00:00,2360.85,2323.97228789,97703.24,1526.1757,0.5276,tp,31
ETH/USDT,short,swing_low_continuation,2024-09-06 07:30:00+00:00,2024-09-06 12:30:00+00:00,2336.97,2401.14793729,98687.78,-2710.1667,-1.0,sl,10
BTC/USDT,short,swing_low_continuation,2024-09-05 16:00:00+00:00,2024-09-06 14:00:00+00:00,55976.01,55020.79819013,98153.62,1674.9586,0.8,tp,44
ETH/USDT,short,swing_low_continuation,2024-09-06 14:30:00+00:00,2024-09-06 15:00:00+00:00,2330.89,2272.7835345,98325.46,2451.1431,0.9029,tp,1
ETH/USDT,short,swing_low_continuation,2024-09-06 15:30:00+00:00,2024-09-06 17:30:00+00:00,2295.11,2229.19399632,99183.36,2848.5653,0.9236,tp,4
BTC/USDT,short,swing_low_continuation,2024-09-06 14:30:00+00:00,2024-09-06 18:30:00+00:00,54819.65,53520.75039082,98325.46,2329.7285,0.9088,tp,8
ETH/USDT,short,swing_low_continuation,2024-09-06 18:00:00+00:00,2024-09-06 20:30:00+00:00,2245.5,2180.0224254,100180.36,2921.2055,0.8,tp,5
ETH/USDT,short,swing_low_continuation,2024-09-06 21:00:00+00:00,2024-09-07 05:00:00+00:00,2169.96,2259.22780767,102018.19,-4196.824,-1.0,sl,16
BTC/USDT,short,swing_low_continuation,2024-09-06 19:00:00+00:00,2024-09-08 22:00:00+00:00,53352.67,54981.94781679,100995.76,-3084.1971,-1.0,sl,102
BTC/USDT,long,pullback_long,2024-09-12 13:30:00+00:00,2024-09-12 14:30:00+00:00,57760.0,58480.46547051,99469.83,1240.7302,1.2,tp,2
SOL/USDT,long,pullback_long,2024-09-13 08:00:00+00:00,2024-09-13 11:30:00+00:00,134.59,132.9387412,99904.08,-1225.7039,-1.0,sl,7
SOL/USDT,long,pullback_long,2024-09-15 07:00:00+00:00,2024-09-15 09:30:00+00:00,137.41,136.38834076,99475.09,-739.6088,-1.0,sl,5
BTC/USDT,long,pullback_long,2024-09-15 11:00:00+00:00,2024-09-15 13:00:00+00:00,59991.31,60302.73418821,99216.22,515.0468,1.1999,tp,4
ETH/USDT,long,pullback_long,2024-09-14 19:30:00+00:00,2024-09-15 16:30:00+00:00,2410.23,2388.34419549,99475.09,-903.2716,-1.0,sl,42
ETH/USDT,short,swing_low_continuation,2024-09-15 20:30:00+00:00,2024-09-15 21:00:00+00:00,2357.5,2337.97200836,99080.35,820.717,0.5289,tp,1
SOL/USDT,short,swing_low_continuation,2024-09-15 17:30:00+00:00,2024-09-15 22:00:00+00:00,133.35,131.57667987,99080.35,1317.5941,0.7841,tp,9
ETH/USDT,short,swing_low_continuation,2024-09-15 21:30:00+00:00,2024-09-15 23:00:00+00:00,2341.79,2325.93400776,99367.6,672.8067,0.3506,tp,3
