symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,exit_type,size_usd,gross_pnl,entry_fee,exit_fee,net_pnl
ETH,SLC,-1,2022-06-02 14:00:00+00:00,2022-06-03 12:30:00+00:00,1799.58,1751.6384291935822,TP,48763.05332851241,1299.0683,0.0,0.0,1299.0683
SOL,SLC,-1,2022-06-03 13:00:00+00:00,2022-06-04 02:00:00+00:00,37.88,36.322688153552846,TP,50171.32987618015,2062.6295,0.0,0.0,2062.6295
SOL,SLC,-1,2022-06-04 01:00:00+00:00,2022-06-04 02:00:00+00:00,37.73,36.430519359130415,TP,50171.32987618015,1727.9796,0.0,0.0,1727.9796
SOL,SLC,-1,2022-06-04 03:00:00+00:00,2022-06-04 14:30:00+00:00,36.3,38.15932543563112,SL,51687.57354265632,-2647.4937,0.0,0.0,-2647.4937
SOL,SLC,-1,2022-06-04 02:00:00+00:00,2022-06-04 21:30:00+00:00,37.03,38.76350431529505,SL,51687.57354265632,-2419.6768,0.0,0.0,-2419.6768
SOL,SLC,-1,2022-06-07 12:00:00+00:00,2022-06-07 19:30:00+00:00,38.07,40.31060893300776,SL,49660.70535625832,-2922.7796,0.0,0.0,-2922.7796
ETH,SLC,-1,2022-06-10 17:00:00+00:00,2022-06-11 08:30:00+00:00,1682.12,1635.5462707384333,TP,48491.59350923233,1342.6119,0.0,0.0,1342.6119
ETH,SLC,-1,2022-06-10 19:00:00+00:00,2022-06-11 08:30:00+00:00,1679.3,1634.1634171163023,TP,48491.59350923233,1303.3674,0.0,0.0,1303.3674
SOL,SLC,-1,2022-06-11 09:00:00+00:00,2022-06-11 11:30:00+00:00,36.62,35.37960552079014,TP,49549.98522281875,1678.3596,0.0,0.0,1678.3596
BTC,SLC,-1,2022-06-11 09:00:00+00:00,2022-06-11 12:30:00+00:00,28994.04,28578.10405332868,TP,49549.98522281875,710.8226,0.0,0.0,710.8226
BTC,SLC,-1,2022-06-11 12:00:00+00:00,2022-06-11 15:30:00+00:00,28734.01,28257.387206692096,TP,50221.32905804884,833.0418,0.0,0.0,833.0418
BTC,SLC,-1,2022-06-11 13:00:00+00:00,2022-06-12 02:00:00+00:00,28479.6,27981.260263356948,TP,50505.658113416124,883.7546,0.0,0.0,883.7546
BTC,SLC,-1,2022-06-11 16:00:00+00:00,2022-06-12 02:00:00+00:00,28405.55,27839.348166397675,TP,50838.874815704214,1013.3606,0.0,0.0,1013.3606
BTC,SLC,-1,2022-06-12 02:00:00+00:00,2022-06-12 02:30:00+00:00,28244.7,27700.079501083135,TP,51597.72086483189,994.9186,0.0,0.0,994.9186
SOL,SLC,-1,2022-06-12 02:00:00+00:00,2022-06-12 05:00:00+00:00,33.0,31.425663151951753,TP,51597.72086483189,2461.5816,0.0,0.0,2461.5816
SOL,SLC,-1,2022-06-12 05:00:00+00:00,2022-06-12 14:30:00+00:00,31.75,33.92846941288356,SL,52980.32093731759,-3635.1499,0.0,0.0,-3635.1499
BTC,SLC,-1,2022-06-12 03:00:00+00:00,2022-06-12 15:00:00+00:00,27427.48,28245.247543385645,SL,51995.68829207138,-1550.2841,0.0,0.0,-1550.2841
BTC,SLC,-1,2022-06-12 23:00:00+00:00,2022-06-13 00:30:00+00:00,26995.44,26299.313122776915,TP,50906.14734390616,1312.7083,0.0,0.0,1312.7083
SOL,SLC,-1,2022-06-12 23:00:00+00:00,2022-06-13 01:00:00+00:00,31.31,29.46354610839755,TP,50906.14734390616,3002.1033,0.0,0.0,3002.1033
BTC,SLC,-1,2022-06-13 01:00:00+00:00,2022-06-13 02:00:00+00:00,26307.16,25536.173866067853,TP,52632.071966731935,1542.4925,0.0,0.0,1542.4925
BTC,SLC,-1,2022-06-13 02:00:00+00:00,2022-06-13 03:00:00+00:00,25771.6,24931.622875634435,TP,53249.06897722595,1735.5539,0.0,0.0,1735.5539
SOL,SLC,-1,2022-06-13 01:00:00+00:00,2022-06-13 07:30:00+00:00,29.58,27.602700471016256,TP,52632.071966731935,3518.2343,0.0,0.0,3518.2343
BTC,SLC,-1,2022-06-13 03:00:00+00:00,2022-06-13 08:30:00+00:00,25341.39,24485.956241660548,TP,53943.29052085744,1820.9306,0.0,0.0,1820.9306
SOL,SLC,-1,2022-06-13 09:00:00+00:00,2022-06-13 16:00:00+00:00,26.26,29.073065588378093,SL,56078.9564759855,-6007.3794,0.0,0.0,-6007.3794
SOL,SLC,-1,2022-06-13 08:00:00+00:00,2022-06-14 05:00:00+00:00,27.57,30.299455249022557,SL,55350.584247825085,-5479.7585,0.0,0.0,-5479.7585
BTC,SLC,-1,2022-06-14 21:00:00+00:00,2022-06-15 05:00:00+00:00,21989.88,20854.9585602762,TP,51484.10130873099,2657.15,0.0,0.0,2657.15
BTC,SLC,-1,2022-06-14 22:00:00+00:00,2022-06-15 08:00:00+00:00,21484.74,20324.945091685047,TP,51484.10130873099,2779.2284,0.0,0.0,2779.2284
BTC,SLC,-1,2022-06-15 09:00:00+00:00,2022-06-15 13:00:00+00:00,20265.07,21668.07564634148,SL,53658.65266321368,-3714.9338,0.0,0.0,-3714.9338
BTC,SLC,-1,2022-06-15 08:00:00+00:00,2022-06-15 18:30:00+00:00,20722.92,22124.09069606005,SL,53658.65266321368,-3628.1051,0.0,0.0,-3628.1051
BTC,SLC,-1,2022-06-18 16:00:00+00:00,2022-06-18 18:00:00+00:00,18953.76,18337.751430506836,TP,50721.437120526476,1648.4771,0.0,0.0,1648.4771
BTC,SLC,-1,2022-06-18 17:00:00+00:00,2022-06-18 18:00:00+00:00,18875.25,18261.77347118492,TP,50721.437120526476,1648.5298,0.0,0.0,1648.5298
ETH,SLC,-1,2022-06-18 18:00:00+00:00,2022-06-18 19:30:00+00:00,962.56,919.878519388358,TP,52040.23987365221,2307.5491,0.0,0.0,2307.5491
BTC,SLC,-1,2022-06-18 18:00:00+00:00,2022-06-18 20:00:00+00:00,18621.12,17986.626080386,TP,52040.23987365221,1773.2132,0.0,0.0,1773.2132
ETH,SLC,-1,2022-06-18 20:00:00+00:00,2022-06-18 21:00:00+00:00,915.16,971.8148611184151,SL,53672.54480491326,-3322.7092,0.0,0.0,-3322.7092
BTC,SLC,-1,2022-06-18 20:00:00+00:00,2022-06-18 21:30:00+00:00,18067.61,18897.12386744111,SL,53672.54480491326,-2464.1953,0.0,0.0,-2464.1953
BTC,SLC,-1,2022-06-28 02:00:00+00:00,2022-06-28 08:30:00+00:00,20619.44,21108.724349983295,SL,51357.78298336064,-1218.6829,0.0,0.0,-1218.6829
BTC,SLC,-1,2022-06-28 20:00:00+00:00,2022-06-30 06:00:00+00:00,20255.01,19849.67049669368,TP,50870.30981311747,1018.0072,0.0,0.0,1018.0072
BTC,SLC,-1,2022-06-29 06:00:00+00:00,2022-06-30 06:00:00+00:00,20182.81,19807.872246591705,TP,50870.30981311747,945.022,0.0,0.0,945.022
SOL,SLC,-1,2022-06-30 06:00:00+00:00,2022-06-30 13:30:00+00:00,32.48,30.973029047327678,TP,51655.521499082264,2396.6555,0.0,0.0,2396.6555
SOL,SLC,-1,2022-06-30 07:00:00+00:00,2022-06-30 23:30:00+00:00,31.85,33.73826985578037,SL,51655.521499082264,-3062.4667,0.0,0.0,-3062.4667
BTC,SLC,-1,2022-06-30 14:00:00+00:00,2022-06-30 23:30:00+00:00,18868.3,19453.60574669589,SL,52614.18369667164,-1632.1229,0.0,0.0,-1632.1229
BTC,PBL,1,2022-07-06 02:30:00+00:00,2022-07-06 22:00:00+00:00,19920.64,20556.84333496285,TP,50736.34786928315,1620.3613,0.0,0.0,1620.3613
BTC,PBL,1,2022-07-08 13:30:00+00:00,2022-07-08 15:00:00+00:00,21381.49,21960.53732342927,TP,51384.492381071395,1391.5799,0.0,0.0,1391.5799
SOL,SLC,-1,2022-07-11 01:00:00+00:00,2022-07-11 01:30:00+00:00,36.35,35.51221516152054,TP,51941.12436095739,1197.1248,0.0,0.0,1197.1248
BTC,SLC,-1,2022-07-11 01:00:00+00:00,2022-07-11 06:00:00+00:00,20812.8,20422.97205064377,TP,51941.12436095739,972.8678,0.0,0.0,972.8678
BTC,SLC,-1,2022-07-11 02:00:00+00:00,2022-07-11 22:00:00+00:00,20552.75,20153.714047026355,TP,52419.97428099244,1017.7448,0.0,0.0,1017.7448
BTC,SLC,-1,2022-07-11 06:00:00+00:00,2022-07-11 22:00:00+00:00,20504.4,20128.43865465222,TP,52809.12138271617,968.2892,0.0,0.0,968.2892
