symbol,direction,entry_time,exit_time,entry_price,exit_price,size_usdt,pnl_usdt,exit_reason,r_multiple,regime
ETH/USDT,short,2024-11-02 14:30:00+00:00,2024-11-03 02:30:00+00:00,2482.3582,2436.397232628926,2631.3046432815563,43.982368728619974,take_profit,1.8500433741844196,bear_trend
BNB/USDT,short,2024-11-02 16:00:00+00:00,2024-11-03 03:00:00+00:00,566.5166,557.656707306981,2426.633344669137,33.58277676189341,take_profit,1.8248832370856956,bear_trend
BNB/USDT,short,2024-11-03 04:00:00+00:00,2024-11-03 13:30:00+00:00,561.9189000000001,556.0661564501752,1195.7384460983374,10.30204896027704,partial_close,1.0,bear_trend
XRP/USDT,short,2024-11-03 04:30:00+00:00,2024-11-03 13:30:00+00:00,0.5039479,0.49846797836964807,1215.092753969765,11.025732759993474,partial_close,1.0,bear_trend
XRP/USDT,short,2024-11-03 04:30:00+00:00,2024-11-03 14:00:00+00:00,0.5039479,0.4937443567392962,2467.006500484068,45.50940803753169,take_profit,1.8619870773678435,bear_trend
BNB/USDT,short,2024-11-03 04:00:00+00:00,2024-11-03 14:30:00+00:00,561.9189000000001,551.05671290035,2427.7113905632905,42.559054167541156,take_profit,1.8559137278405107,bear_trend
BNB/USDT,short,2024-11-03 16:30:00+00:00,2024-11-03 18:30:00+00:00,555.4221500000001,548.9020214484933,1196.4170808444871,11.891249535355545,partial_close,1.0,bear_trend
BNB/USDT,short,2024-11-03 16:30:00+00:00,2024-11-03 19:30:00+00:00,555.4221500000001,555.4221500000001,2429.0892247448674,-4.372360604540761,stop_loss,-0.0,bear_trend
XRP/USDT,short,2024-11-03 15:00:00+00:00,2024-11-03 20:30:00+00:00,0.49685145000000003,0.5027774080398828,3684.301746497663,-50.57449012775303,stop_loss,-1.0,bear_trend
BTC/USDT,short,2024-11-01 17:30:00+00:00,2024-11-04 17:00:00+00:00,70010.51723,67372.73282562518,2657.2760901440856,95.3350239433897,take_profit,1.9233875669303397,bear_trend
BNB/USDT,short,2024-11-04 22:30:00+00:00,2024-11-05 03:30:00+00:00,548.44564,555.564879815328,3625.749053045698,-53.59131724815864,stop_loss,-1.0,bear_trend
SOL/USDT,short,2024-11-04 23:00:00+00:00,2024-11-05 07:00:00+00:00,157.94099000000003,161.3849902545866,4001.7951892608316,-94.46483233872334,stop_loss,-1.0,bear_trend
ETH/USDT,short,2024-11-04 23:00:00+00:00,2024-11-05 14:00:00+00:00,2404.9969,2452.616763227553,3929.4423232404183,-84.8774648667054,stop_loss,-1.0,bear_trend
BTC/USDT,long,2024-11-05 16:00:00+00:00,2024-11-05 16:30:00+00:00,69674.81999999999,70544.17203873681,1310.3524328990018,13.99099607557878,partial_close,1.0,bull_trend
BTC/USDT,long,2024-11-05 16:00:00+00:00,2024-11-05 19:30:00+00:00,69674.81999999999,69674.81999999999,2660.412515279791,-4.788742527503624,stop_loss,0.0,bull_trend
BNB/USDT,long,2024-11-06 05:00:00+00:00,2024-11-06 07:00:00+00:00,577.92882,587.8959300469702,1195.7706381624048,18.47018284444367,partial_close,1.0,bull_trend
BTC/USDT,long,2024-11-06 07:00:00+00:00,2024-11-06 08:00:00+00:00,74289.68628,72660.09862127125,3971.0695060815456,-94.25565409871493,stop_loss,-1.0,bull_trend
BNB/USDT,long,2024-11-06 05:00:00+00:00,2024-11-06 08:00:00+00:00,577.92882,577.92882,2427.7767502085185,-4.369998150375333,stop_loss,0.0,bull_trend
ETH/USDT,long,2024-11-06 07:00:00+00:00,2024-11-06 12:00:00+00:00,2585.2419749999995,2643.362505480205,1295.574836677631,26.79463796627806,partial_close,1.0,bull_trend
ETH/USDT,long,2024-11-06 07:00:00+00:00,2024-11-06 20:00:00+00:00,2585.2419749999995,2697.6071109604122,2630.4095168909475,109.59356399390984,take_profit,1.9333122914059,bull_trend
SOL/USDT,long,2024-11-06 08:00:00+00:00,2024-11-06 21:30:00+00:00,183.91190999999998,189.86066812962673,1293.9884438109857,39.525773396454326,partial_close,1.0,bull_trend
ETH/USDT,long,2024-11-06 20:30:00+00:00,2024-11-06 22:30:00+00:00,2677.2379499999997,2720.5560652041627,1297.3544317461187,18.656153070115124,partial_close,1.0,bull_trend
XRP/USDT,long,2024-11-06 07:00:00+00:00,2024-11-06 22:30:00+00:00,0.5358677999999999,0.5462601333373822,1215.1325399613208,21.378391615922098,partial_close,1.0,bull_trend
BNB/USDT,long,2024-11-06 20:30:00+00:00,2024-11-06 22:30:00+00:00,587.783745,593.0030779207495,1195.9376282701555,8.466858466999158,partial_close,1.0,bull_trend
ETH/USDT,long,2024-11-06 20:30:00+00:00,2024-11-07 01:00:00+00:00,2677.2379499999997,2759.860330408327,2634.0226341512102,76.54746954406146,take_profit,1.9073401513182016,bull_trend
BNB/USDT,long,2024-11-06 20:30:00+00:00,2024-11-07 01:00:00+00:00,587.783745,597.3411758414994,2428.1157907303154,35.110831719365436,take_profit,1.8311594578501886,bull_trend
XRP/USDT,long,2024-11-06 07:00:00+00:00,2024-11-07 03:00:00+00:00,0.5358677999999999,0.5558490666747649,2467.0872781032876,87.55120213581871,take_profit,1.9226930109035512,bull_trend
BTC/USDT,long,2024-11-06 21:30:00+00:00,2024-11-07 04:30:00+00:00,75812.03707499999,74693.8999886736,3967.2357428054997,-65.65301775363682,stop_loss,-1.0,bull_trend
BNB/USDT,long,2024-11-07 04:00:00+00:00,2024-11-07 06:00:00+00:00,604.9823399999999,596.1892861571104,3625.7385417532223,-59.22425476893824,stop_loss,-1.0,bull_trend
ETH/USDT,long,2024-11-07 04:30:00+00:00,2024-11-07 06:30:00+00:00,2844.32145,2780.558756394418,3935.122308768842,-95.29898707429342,stop_loss,-1.0,bull_trend
XRP/USDT,long,2024-11-07 04:00:00+00:00,2024-11-07 13:30:00+00:00,0.5598797999999999,0.5441881284613709,3686.518086297589,-109.95725073012444,stop_loss,-1.0,bull_trend
SOL/USDT,long,2024-11-06 08:00:00+00:00,2024-11-07 17:30:00+00:00,183.91190999999998,195.53369625925353,2627.188658646546,161.28872100816943,take_profit,1.9536491492860117,bull_trend
SOL/USDT,long,2024-11-07 19:30:00+00:00,2024-11-08 00:30:00+00:00,195.707805,199.6454232289619,1321.9543947016443,24.21805045137873,partial_close,1.0,bull_trend
SOL/USDT,long,2024-11-07 19:30:00+00:00,2024-11-08 02:30:00+00:00,195.707805,195.707805,2683.968013485156,-4.83114242427328,stop_loss,0.0,bull_trend
XRP/USDT,long,2024-11-09 09:00:00+00:00,2024-11-09 13:00:00+00:00,0.5540769,0.5479728529779999,3682.0608119790036,-47.191523499259134,stop_loss,-1.0,bull_trend
SOL/USDT,long,2024-11-09 12:00:00+00:00,2024-11-09 13:30:00+00:00,202.27108499999997,199.66695280028634,4006.633789749354,-58.795211185412036,stop_loss,-1.0,bull_trend
BNB/USDT,long,2024-11-09 05:00:00+00:00,2024-11-09 15:30:00+00:00,627.583635,615.9975000142515,3623.311559745797,-73.41372548307862,stop_loss,-1.0,bull_trend
ETH/USDT,long,2024-11-09 07:30:00+00:00,2024-11-09 19:00:00+00:00,3030.9847349999995,3075.9770253445968,1297.311637818547,16.922284067121335,partial_close,1.0,bull_trend
