symbol,entry_time,exit_time,entry_price,exit_price,quantity,pnl,pnl_pct,regime,models_fired,score,exit_reason,duration_bars
ETH/USDT,2024-07-06 21:00:00+00:00,2024-07-07 12:00:00+00:00,3357.36345103,3370.5897007,1.16756796,9.551,0.24,ranging,mean_reversion,1.0,take_profit,15
ETH/USDT,2024-07-08 10:00:00+00:00,2024-07-10 01:00:00+00:00,3323.44304279,3289.70349756,1.17956587,33.9475,0.87,bear_trend,trend,0.6075,take_profit,39
ETH/USDT,2024-07-10 03:00:00+00:00,2024-07-10 15:00:00+00:00,3263.82087349,3246.8860293,1.20149363,-26.214,-0.67,volatility_expansion,liquidity_sweep,0.615,stop_loss,12
ETH/USDT,2024-07-10 19:00:00+00:00,2024-07-11 14:00:00+00:00,3251.21450594,3224.8224029,1.20579248,25.9668,0.66,bear_trend,trend,0.8,take_profit,19
ETH/USDT,2024-07-11 14:00:00+00:00,2024-07-11 16:00:00+00:00,3227.30826851,3212.83188501,1.21500944,-23.4576,-0.6,bear_trend,liquidity_sweep,0.5337,stop_loss,2
ETH/USDT,2024-07-12 00:00:00+00:00,2024-07-14 02:00:00+00:00,3220.65809827,3240.0645227,1.21719223,-29.5193,-0.75,bear_trend,trend,0.8,stop_loss,50
ETH/USDT,2024-07-14 23:00:00+00:00,2024-07-15 09:00:00+00:00,3190.33600363,3164.2986012,1.22835338,26.1288,0.67,bear_trend,trend,0.7183,take_profit,10
ETH/USDT,2024-07-15 14:00:00+00:00,2024-07-15 16:00:00+00:00,3163.48361512,3182.78777094,1.23907391,-29.8169,-0.76,bear_trend,trend,0.9492,stop_loss,2
ETH/USDT,2024-07-15 16:00:00+00:00,2024-07-16 04:00:00+00:00,3172.47951584,3192.72573166,1.2351443,-30.9035,-0.79,bear_trend,trend,0.6871,stop_loss,12
ETH/USDT,2024-07-16 09:00:00+00:00,2024-07-16 11:00:00+00:00,3191.05015206,3203.52012256,1.2275332,-21.1945,-0.54,ranging,liquidity_sweep,0.5688,stop_loss,2
ETH/USDT,2024-07-16 11:00:00+00:00,2024-07-17 15:00:00+00:00,3199.2507885,3185.58110067,1.22408659,10.8712,0.28,ranging,mean_reversion,0.9535,take_profit,28
ETH/USDT,2024-07-19 16:00:00+00:00,2024-07-20 04:00:00+00:00,3233.44159231,3256.55538865,1.21123883,22.1006,0.56,bull_trend,trend,0.7111,take_profit,12
ETH/USDT,2024-07-21 10:00:00+00:00,2024-07-22 13:00:00+00:00,3297.12169846,3325.75809047,1.18807868,28.1209,0.72,bull_trend,trend,0.8,take_profit,27
ETH/USDT,2024-07-23 03:00:00+00:00,2024-07-23 06:00:00+00:00,3338.34192535,3316.73806003,1.17371141,-31.2151,-0.8,bull_trend,trend,0.8,stop_loss,3
ETH/USDT,2024-07-23 06:00:00+00:00,2024-07-24 15:00:00+00:00,3350.51729101,3389.88868053,1.16903739,40.1168,1.02,bull_trend,trend|liquidity_sweep,0.7372,take_profit,33
ETH/USDT,2024-07-24 15:00:00+00:00,2024-07-26 01:00:00+00:00,3386.66334983,3364.11999908,1.15700015,-31.9407,-0.82,bull_trend,trend,0.6313,stop_loss,34
ETH/USDT,2024-07-26 11:00:00+00:00,2024-07-26 18:00:00+00:00,3336.34194661,3312.76320069,1.17403134,-33.5369,-0.86,volatility_expansion,liquidity_sweep,0.5528,stop_loss,7
ETH/USDT,2024-07-26 21:00:00+00:00,2024-07-27 15:00:00+00:00,3313.15840725,3287.29068501,1.18180585,24.7203,0.63,bear_trend,trend,0.7184,take_profit,18
ETH/USDT,2024-07-27 23:00:00+00:00,2024-07-28 07:00:00+00:00,3280.45767745,3259.00062335,1.19385476,19.7612,0.5,bear_trend,trend,0.8,take_profit,8
ETH/USDT,2024-07-28 07:00:00+00:00,2024-07-28 11:00:00+00:00,3265.71135671,3247.74801893,1.19945077,-27.4056,-0.7,bear_trend,liquidity_sweep,0.5315,stop_loss,4
ETH/USDT,2024-07-29 05:00:00+00:00,2024-07-29 11:00:00+00:00,3118.17038358,3146.00501769,1.25581335,-40.8551,-1.04,volatility_expansion,momentum_breakout,0.5874,stop_loss,6
ETH/USDT,2024-07-29 13:00:00+00:00,2024-08-07 04:00:00+00:00,3148.11,3083.90008869,1.24331424,74.0218,1.89,bear_trend,trend,0.8,take_profit,207
ETH/USDT,2024-08-07 04:00:00+00:00,2024-08-09 13:00:00+00:00,3118.52139167,3046.01377756,1.25602473,85.2643,2.18,bear_trend,trend,1.0,take_profit,57
ETH/USDT,2024-08-09 22:00:00+00:00,2024-08-11 14:00:00+00:00,3006.29261815,2907.31219815,1.30400812,123.2877,3.14,volatility_expansion,momentum_breakout,0.4734,take_profit,40
ETH/USDT,2024-08-11 14:00:00+00:00,2024-08-11 22:00:00+00:00,2895.64806321,2841.17779199,1.35549622,68.0021,1.73,volatility_expansion,momentum_breakout,0.538,take_profit,8
ETH/USDT,2024-08-11 22:00:00+00:00,2024-08-12 06:00:00+00:00,2837.47293769,2758.71035771,1.38420703,103.214,2.63,volatility_expansion,momentum_breakout,0.795,take_profit,8
ETH/USDT,2024-08-13 15:00:00+00:00,2024-08-14 00:00:00+00:00,2556.98142992,2521.30660951,1.53761774,-60.7106,-1.54,bear_trend,liquidity_sweep,0.7518,stop_loss,9
ETH/USDT,2024-08-15 19:00:00+00:00,2024-08-15 20:00:00+00:00,2399.14050593,2382.72959291,1.63771567,-32.7499,-0.83,volatility_compression,liquidity_sweep,0.5734,stop_loss,1
ETH/USDT,2024-08-16 09:00:00+00:00,2024-08-16 10:00:00+00:00,2327.13221751,2310.41634323,1.6877769,-34.083,-0.87,volatility_expansion,liquidity_sweep,0.4797,stop_loss,1
ETH/USDT,2024-08-16 19:00:00+00:00,2024-08-16 22:00:00+00:00,2278.89442016,2259.24835166,1.72285296,-39.7112,-1.01,bear_trend,liquidity_sweep,0.508,stop_loss,3
ETH/USDT,2024-08-17 03:00:00+00:00,2024-08-17 17:00:00+00:00,2246.4947492,2222.47741714,1.74693932,-47.8121,-1.22,bear_trend,liquidity_sweep,0.5811,stop_loss,14
ETH/USDT,2024-08-17 18:00:00+00:00,2024-08-18 22:00:00+00:00,2232.18374852,2258.23518535,1.75722989,-51.6964,-1.32,bear_trend,trend,0.8,stop_loss,28
ETH/USDT,2024-08-21 09:00:00+00:00,2024-08-22 13:00:00+00:00,2498.12244625,2611.32227532,1.56929057,171.6298,4.38,volatility_expansion,momentum_breakout,0.6309,take_profit,28
ETH/USDT,2024-08-22 13:00:00+00:00,2024-08-23 16:00:00+00:00,2621.99653432,2685.4404858,1.49772509,89.0598,2.27,volatility_expansion,momentum_breakout,0.7114,take_profit,27
ETH/USDT,2024-08-23 16:00:00+00:00,2024-08-24 15:00:00+00:00,2693.35044191,2753.20787972,1.45932365,81.3902,2.07,volatility_expansion,momentum_breakout,0.5557,take_profit,23
ETH/USDT,2024-08-24 15:00:00+00:00,2024-08-24 21:00:00+00:00,2749.77688213,2714.69004067,1.4305197,-56.0552,-1.43,bull_trend,trend,0.5165,stop_loss,6
ETH/USDT,2024-08-24 21:00:00+00:00,2024-08-24 23:00:00+00:00,2717.82728837,2680.47037915,1.44646793,-59.8919,-1.52,bull_trend,trend,0.4799,stop_loss,2
ETH/USDT,2024-08-24 23:00:00+00:00,2024-08-26 03:00:00+00:00,2716.94948821,2674.72474616,1.44600774,-66.9046,-1.7,bull_trend,trend|liquidity_sweep,0.494,stop_loss,28
ETH/USDT,2024-08-26 17:00:00+00:00,2024-08-27 08:00:00+00:00,2649.75163656,2599.49067651,1.48162565,68.6349,1.75,bear_trend,trend,0.621,take_profit,15
ETH/USDT,2024-08-27 08:00:00+00:00,2024-08-27 10:00:00+00:00,2609.12113563,2583.85398834,1.50570625,-43.9092,-1.12,bear_trend,liquidity_sweep,0.6748,stop_loss,2
ETH/USDT,2024-08-27 23:00:00+00:00,2024-08-30 16:00:00+00:00,2518.97664428,2625.00802581,1.55884335,159.2723,4.06,volatility_expansion,liquidity_sweep,0.5088,take_profit,65
ETH/USDT,2024-08-30 18:00:00+00:00,2024-08-31 23:00:00+00:00,2622.47365505,2652.01770246,1.49971001,38.3748,0.98,bull_trend,trend,1.0,take_profit,29
ETH/USDT,2024-08-31 23:00:00+00:00,2024-09-01 03:00:00+00:00,2650.78415306,2631.33876807,1.48422496,-34.7412,-0.88,bull_trend,trend,1.0,stop_loss,4
ETH/USDT,2024-09-01 03:00:00+00:00,2024-09-01 21:00:00+00:00,2646.65048048,2627.40712105,1.48597634,-34.473,-0.88,bull_trend,trend,0.7804,stop_loss,18
ETH/USDT,2024-09-03 05:00:00+00:00,2024-09-05 14:00:00+00:00,2649.34916757,2630.82916168,1.48389652,-33.3582,-0.85,bull_trend,trend,0.4926,stop_loss,57
ETH/USDT,2024-09-05 20:00:00+00:00,2024-09-06 04:00:00+00:00,2624.37859432,2640.98882947,1.49746306,-30.7867,-0.78,bear_trend,trend,0.708,stop_loss,8
ETH/USDT,2024-09-06 04:00:00+00:00,2024-09-06 08:00:00+00:00,2631.60434047,2607.69386641,1.4928384,29.8284,0.76,bear_trend,trend,0.6722,take_profit,4
ETH/USDT,2024-09-06 16:00:00+00:00,2024-09-07 08:00:00+00:00,2599.15845755,2569.45675959,1.51188551,39.0448,0.99,bear_trend,trend,0.9707,take_profit,16
ETH/USDT,2024-09-08 00:00:00+00:00,2024-09-09 06:00:00+00:00,2555.92977828,2533.22079432,1.53802348,-40.7974,-1.04,bear_trend,liquidity_sweep,0.555,stop_loss,30
ETH/USDT,2024-09-09 06:00:00+00:00,2024-09-09 15:00:00+00:00,2544.21157379,2527.04388012,1.54441951,-32.3882,-0.82,bear_trend,liquidity_sweep,0.5814,stop_loss,9
ETH/USDT,2024-09-09 15:00:00+00:00,2024-09-11 04:00:00+00:00,2528.88944056,2504.8068684,1.55321539,31.5416,0.8,bear_trend,trend,0.6065,take_profit,37
ETH/USDT,2024-09-11 04:00:00+00:00,2024-09-11 17:00:00+00:00,2508.28979125,2523.59318595,1.56642985,-29.8833,-0.76,bear_trend,trend,0.8969,stop_loss,13
ETH/USDT,2024-09-11 17:00:00+00:00,2024-09-14 11:00:00+00:00,2513.48693579,2490.36957592,1.56266577,30.2602,0.77,bear_trend,trend,0.5934,take_profit,66
ETH/USDT,2024-09-15 13:00:00+00:00,2024-09-16 17:00:00+00:00,2515.96184558,2546.7658513,1.56156581,-54.0318,-1.38,ranging,mean_reversion,1.0,stop_loss,28
ETH/USDT,2024-09-16 17:00:00+00:00,2024-09-17 04:00:00+00:00,2539.90630386,2531.51035491,1.54594679,7.0996,0.18,ranging,mean_reversion,0.5146,take_profit,11
ETH/USDT,2024-09-17 05:00:00+00:00,2024-09-18 18:00:00+00:00,2547.91045406,2579.82960741,1.54115306,43.2653,1.1,bull_trend,trend,0.4848,take_profit,37
ETH/USDT,2024-09-19 17:00:00+00:00,2024-09-21 06:00:00+00:00,2624.46340361,2665.36453307,1.49681645,55.2831,1.41,volatility_expansion,momentum_breakout,0.4818,take_profit,37
ETH/USDT,2024-09-21 06:00:00+00:00,2024-09-23 19:00:00+00:00,2663.99277543,2644.18322375,1.47539064,-35.1006,-0.89,volatility_expansion,momentum_breakout,0.4903,stop_loss,61
ETH/USDT,2024-09-23 19:00:00+00:00,2024-09-24 05:00:00+00:00,2643.03729094,2658.08892701,1.48651327,-28.2846,-0.72,volatility_expansion,momentum_breakout,0.4695,stop_loss,10
ETH/USDT,2024-09-24 16:00:00+00:00,2024-09-24 23:00:00+00:00,2675.51784762,2659.1232525,1.46799993,18.1938,0.46,ranging,mean_reversion,0.5049,take_profit,7
ETH/USDT,2024-09-25 21:00:00+00:00,2024-09-26 01:00:00+00:00,2651.66728798,2638.10835035,1.48143397,-25.964,-0.66,uncertain,liquidity_sweep,0.486,stop_loss,4
ETH/USDT,2024-09-26 08:00:00+00:00,2024-09-26 18:00:00+00:00,2632.0702139,2649.72663058,1.49202327,-32.2542,-0.82,bear_trend,trend,0.8289,stop_loss,10
ETH/USDT,2024-09-26 21:00:00+00:00,2024-09-26 23:00:00+00:00,2652.99080237,2634.72130195,1.4797262,-32.9021,-0.84,bull_trend,trend,0.5622,stop_loss,2
ETH/USDT,2024-09-27 00:00:00+00:00,2024-09-27 16:00:00+00:00,2644.67264919,2623.46092711,1.4838396,-37.3376,-0.95,bull_trend,trend,0.5013,stop_loss,16
ETH/USDT,2024-09-27 21:00:00+00:00,2024-09-28 12:00:00+00:00,2617.62266139,2593.9069174,1.49855824,29.6821,0.76,bear_trend,trend,0.9226,take_profit,15
ETH/USDT,2024-09-28 17:00:00+00:00,2024-09-28 21:00:00+00:00,2599.24957709,2614.17640934,1.50956262,-28.4355,-0.72,bear_trend,trend,1.0,stop_loss,4
ETH/USDT,2024-09-28 21:00:00+00:00,2024-09-29 23:00:00+00:00,2605.63307882,2620.86581872,1.5053808,-28.832,-0.74,bear_trend,trend,0.8,stop_loss,26
ETH/USDT,2024-09-30 05:00:00+00:00,2024-09-30 17:00:00+00:00,2603.00056995,2621.01371359,1.50641534,-33.0374,-0.84,bear_trend,trend,0.6062,stop_loss,12
ETH/USDT,2024-10-01 12:00:00+00:00,2024-10-02 00:00:00+00:00,2649.04819891,2671.15214037,1.47968618,26.8027,0.68,bull_trend,trend,1.0,take_profit,12
ETH/USDT,2024-10-02 09:00:00+00:00,2024-10-03 01:00:00+00:00,2675.90987702,2662.55714593,1.46519135,-25.4307,-0.65,bull_trend,trend,0.8,stop_loss,16
ETH/USDT,2024-10-03 03:00:00+00:00,2024-10-03 07:00:00+00:00,2670.99350031,2686.65970227,1.46746145,-28.8862,-0.74,bear_trend,trend,0.4959,stop_loss,4
ETH/USDT,2024-10-03 18:00:00+00:00,2024-10-03 19:00:00+00:00,2654.26988894,2669.87037268,1.47622893,-28.9246,-0.74,bear_trend,trend,0.4891,stop_loss,1
ETH/USDT,2024-10-03 19:00:00+00:00,2024-10-03 23:00:00+00:00,2654.48852214,2672.7746767,1.47562891,-32.8794,-0.84,bear_trend,trend,0.527,stop_loss,4
ETH/USDT,2024-10-04 06:00:00+00:00,2024-10-04 18:00:00+00:00,2649.06663649,2629.81888226,1.47810551,22.5981,0.58,bear_trend,trend,0.5736,take_profit,12
ETH/USDT,2024-10-04 19:00:00+00:00,2024-10-05 00:00:00+00:00,2634.86723648,2653.58161857,1.48637091,-33.712,-0.86,bear_trend,trend,1.0,stop_loss,5
ETH/USDT,2024-10-05 00:00:00+00:00,2024-10-06 19:00:00+00:00,2645.7982584,2620.79571464,1.47967442,31.151,0.8,bear_trend,trend,0.7753,take_profit,43
ETH/USDT,2024-10-06 22:00:00+00:00,2024-10-07 11:00:00+00:00,2601.57850727,2578.59487102,1.50525921,28.7482,0.73,volatility_expansion,momentum_breakout,0.7301,take_profit,13
ETH/USDT,2024-10-07 18:00:00+00:00,2024-10-08 16:00:00+00:00,2576.25822641,2552.39221179,1.52045706,30.4388,0.78,bear_trend,trend,0.969,take_profit,22
ETH/USDT,2024-10-09 00:00:00+00:00,2024-10-09 09:00:00+00:00,2550.10217803,2530.48530496,1.53648353,-35.9957,-0.92,volatility_expansion,liquidity_sweep,0.5378,stop_loss,9
ETH/USDT,2024-10-09 09:00:00+00:00,2024-10-10 12:00:00+00:00,2547.69144738,2520.41531908,1.5373251,-47.7758,-1.22,volatility_expansion,liquidity_sweep,0.5598,stop_loss,27
ETH/USDT,2024-10-11 02:00:00+00:00,2024-10-12 11:00:00+00:00,2509.30841455,2492.51529254,1.56003143,20.3455,0.52,bear_trend,trend,0.7968,take_profit,33
ETH/USDT,2024-10-12 11:00:00+00:00,2024-10-12 12:00:00+00:00,2495.6377612,2511.08360485,1.56885749,-30.1235,-0.77,bear_trend,trend,0.5693,stop_loss,1
ETH/USDT,2024-10-12 12:00:00+00:00,2024-10-13 16:00:00+00:00,2495.69082462,2515.68300675,1.56829122,-37.248,-0.95,bear_trend,trend,0.5496,stop_loss,28
ETH/USDT,2024-10-13 17:00:00+00:00,2024-10-13 23:00:00+00:00,2512.92135285,2514.31631824,1.55690109,-3.6984,-0.09,bear_trend,liquidity_sweep,0.5393,take_profit,6
ETH/USDT,2024-10-15 09:00:00+00:00,2024-10-17 05:00:00+00:00,2532.76086272,2561.40516737,1.54459904,-50.1453,-1.28,ranging,mean_reversion,1.0,stop_loss,44
ETH/USDT,2024-10-17 05:00:00+00:00,2024-10-18 02:00:00+00:00,2560.71538959,2587.36950463,1.52690924,-46.5939,-1.19,ranging,mean_reversion,0.8891,stop_loss,21
ETH/USDT,2024-10-18 02:00:00+00:00,2024-10-18 23:00:00+00:00,2580.91098,2611.38505706,1.51419403,-52.0403,-1.33,ranging,mean_reversion,0.8318,stop_loss,21
ETH/USDT,2024-10-18 23:00:00+00:00,2024-10-22 01:00:00+00:00,2599.38122297,2627.45480721,1.50258837,-48.0734,-1.23,ranging,mean_reversion|liquidity_sweep,0.7202,stop_loss,74
ETH/USDT,2024-10-22 06:00:00+00:00,2024-10-23 05:00:00+00:00,2628.5593624,2665.58702838,1.4851329,-60.8879,-1.56,ranging,mean_reversion,1.0,stop_loss,23
ETH/USDT,2024-10-23 05:00:00+00:00,2024-10-23 12:00:00+00:00,2649.52345394,2637.27924902,1.47241573,12.1903,0.31,ranging,mean_reversion,0.4695,take_profit,7
ETH/USDT,2024-10-23 14:00:00+00:00,2024-10-25 03:00:00+00:00,2623.90608273,2592.00932722,1.48693584,-53.2452,-1.36,ranging,mean_reversion,0.7845,stop_loss,37
ETH/USDT,2024-10-25 03:00:00+00:00,2024-10-26 02:00:00+00:00,2596.1731389,2563.06014237,1.50195299,-55.5459,-1.42,ranging,mean_reversion,1.0,stop_loss,23
ETH/USDT,2024-10-26 02:00:00+00:00,2024-10-26 06:00:00+00:00,2568.11650078,2538.78166762,1.51745063,-50.3263,-1.29,ranging,mean_reversion,0.9675,stop_loss,4
ETH/USDT,2024-10-26 06:00:00+00:00,2024-10-26 21:00:00+00:00,2544.76273603,2506.35775378,1.53053954,-64.5785,-1.66,ranging,mean_reversion,1.0,stop_loss,15
ETH/USDT,2024-10-27 05:00:00+00:00,2024-10-27 11:00:00+00:00,2491.6188848,2526.91152381,1.56210086,-61.0102,-1.57,bear_trend,trend,1.0,stop_loss,6
ETH/USDT,2024-10-27 11:00:00+00:00,2024-10-27 13:00:00+00:00,2519.34074209,2553.42391941,1.54389596,-58.4947,-1.5,bear_trend,trend,0.8,stop_loss,2
ETH/USDT,2024-10-27 15:00:00+00:00,2024-10-27 23:00:00+00:00,2551.14295938,2612.97353508,1.5236896,88.3092,2.27,bull_trend,trend,0.724,take_profit,8
ETH/USDT,2024-10-28 17:00:00+00:00,2024-10-28 18:00:00+00:00,2683.33267667,2702.53243562,1.44989849,-33.6944,-0.87,bull_trend,liquidity_sweep,0.5457,stop_loss,1
ETH/USDT,2024-10-28 23:00:00+00:00,2024-10-29 02:00:00+00:00,2717.27683072,2759.23605409,1.43124909,-65.9328,-1.7,bull_trend,liquidity_sweep,0.7242,stop_loss,3
ETH/USDT,2024-10-29 15:00:00+00:00,2024-10-30 10:00:00+00:00,2926.39043524,3145.41541471,1.32803195,284.8245,7.33,volatility_expansion,momentum_breakout,0.5955,take_profit,19
ETH/USDT,2024-11-03 20:00:00+00:00,2024-11-04 04:00:00+00:00,4058.92453142,4153.17791788,0.96025929,84.5934,2.17,bull_trend,trend,0.8,take_profit,8
ETH/USDT,2024-11-04 11:00:00+00:00,2024-11-04 22:00:00+00:00,4160.16409137,4280.65141536,0.93767696,107.0421,2.74,bull_trend,trend,0.8,take_profit,11
ETH/USDT,2024-11-06 05:00:00+00:00,2024-11-07 05:00:00+00:00,4258.87074072,4141.22461054,0.91692147,102.0956,2.61,bear_trend,trend,0.75,take_profit,24
ETH/USDT,2024-11-07 22:00:00+00:00,2024-11-08 01:00:00+00:00,4027.04019403,3994.25004034,0.97069307,-37.6688,-0.96,bear_trend,liquidity_sweep,0.5344,stop_loss,3
ETH/USDT,2024-11-08 17:00:00+00:00,2024-11-08 21:00:00+00:00,3921.34220195,3868.1790257,0.99644198,-58.7954,-1.5,bear_trend,liquidity_sweep,0.5991,stop_loss,4
ETH/USDT,2024-11-10 07:00:00+00:00,2024-11-11 03:00:00+00:00,3624.27029809,3406.64874414,1.0774362,228.7918,5.86,volatility_expansion,momentum_breakout,0.652,take_profit,20
ETH/USDT,2024-11-11 03:00:00+00:00,2024-11-12 16:00:00+00:00,3403.50771623,3183.91145355,1.14997829,246.8494,6.31,volatility_expansion,momentum_breakout,0.7579,take_profit,37
ETH/USDT,2024-11-12 16:00:00+00:00,2024-11-13 06:00:00+00:00,3166.38873437,3041.44878627,1.23917823,149.0534,3.8,volatility_expansion,momentum_breakout,0.5542,take_profit,14
ETH/USDT,2024-11-13 11:00:00+00:00,2024-11-13 21:00:00+00:00,3080.45016627,3127.00618272,1.27564472,-65.3278,-1.66,bear_trend,trend,0.8,stop_loss,10
ETH/USDT,2024-11-13 21:00:00+00:00,2024-11-16 04:00:00+00:00,3102.11123448,3008.64863343,1.26585725,112.5088,2.87,bear_trend,trend,0.6428,take_profit,55
ETH/USDT,2024-11-16 11:00:00+00:00,2024-11-16 14:00:00+00:00,3087.94459818,3138.22506903,1.27308307,-69.956,-1.78,ranging,liquidity_sweep,0.7944,stop_loss,3
ETH/USDT,2024-11-16 14:00:00+00:00,2024-11-17 16:00:00+00:00,3121.70426799,3242.40058086,1.25838313,-157.8886,-4.02,ranging,mean_reversion|liquidity_sweep,0.8818,stop_loss,26
ETH/USDT,2024-11-17 16:00:00+00:00,2024-11-18 03:00:00+00:00,3217.15911742,3318.52723512,1.21904446,-129.5477,-3.3,ranging,mean_reversion,0.6404,stop_loss,11
ETH/USDT,2024-11-18 03:00:00+00:00,2024-11-18 13:00:00+00:00,3305.85586432,3408.35616838,1.18473405,-127.4015,-3.25,ranging,mean_reversion|liquidity_sweep,0.8176,stop_loss,10
ETH/USDT,2024-11-19 02:00:00+00:00,2024-11-19 05:00:00+00:00,3452.95180779,3498.96215256,1.13275546,-58.0246,-1.48,bull_trend,liquidity_sweep,0.8196,stop_loss,3
ETH/USDT,2024-11-20 06:00:00+00:00,2024-11-20 19:00:00+00:00,3739.50470106,3796.93879097,1.04530153,-65.9443,-1.69,bull_trend,liquidity_sweep,0.7295,stop_loss,13
ETH/USDT,2024-11-21 11:00:00+00:00,2024-11-22 22:00:00+00:00,3980.72878775,4174.58145214,0.98126755,184.2194,4.72,volatility_expansion,momentum_breakout,0.5106,take_profit,35
ETH/USDT,2024-11-23 04:00:00+00:00,2024-11-24 11:00:00+00:00,4190.81836726,4125.26527893,0.93380568,-67.0381,-1.71,bull_trend,trend,1.0,stop_loss,31
ETH/USDT,2024-11-26 02:00:00+00:00,2024-11-26 08:00:00+00:00,3654.86180014,3542.90608956,1.06997479,-125.5659,-3.21,bear_trend,liquidity_sweep,0.7827,stop_loss,6
ETH/USDT,2024-11-27 03:00:00+00:00,2024-11-27 18:00:00+00:00,3573.49059021,3667.06526142,1.0929006,-108.2027,-2.77,volatility_compression,liquidity_sweep,0.8576,stop_loss,15
ETH/USDT,2024-11-28 17:00:00+00:00,2024-11-28 19:00:00+00:00,3649.29230796,3707.09595478,1.06897987,-67.6888,-1.74,uncertain,liquidity_sweep,0.6016,stop_loss,2
ETH/USDT,2024-11-29 00:00:00+00:00,2024-11-29 07:00:00+00:00,3728.44990424,3871.71305734,1.04552833,143.826,3.69,bull_trend,trend,0.4752,take_profit,7
ETH/USDT,2024-11-29 08:00:00+00:00,2024-11-30 08:00:00+00:00,3921.03501978,4224.9903163,0.99561212,296.5389,7.6,volatility_expansion,momentum_breakout,0.467,take_profit,24
ETH/USDT,2024-12-02 20:00:00+00:00,2024-12-04 04:00:00+00:00,4602.62397721,4523.23292159,0.85072776,-73.3629,-1.87,bull_trend,trend,0.546,stop_loss,32
ETH/USDT,2024-12-04 04:00:00+00:00,2024-12-04 16:00:00+00:00,4587.60385927,4639.72307394,0.85284827,38.5476,0.99,bull_trend,liquidity_sweep,0.7811,take_profit,12
ETH/USDT,2024-12-04 16:00:00+00:00,2024-12-04 20:00:00+00:00,4602.47416162,4527.22400693,0.8504013,-69.8158,-1.78,bull_trend,trend,0.713,stop_loss,4
ETH/USDT,2024-12-04 20:00:00+00:00,2024-12-05 01:00:00+00:00,4602.76,4520.51328793,0.84971626,-75.7005,-1.94,bull_trend,trend|liquidity_sweep,0.6007,stop_loss,5
ETH/USDT,2024-12-05 01:00:00+00:00,2024-12-05 07:00:00+00:00,4553.03702933,4472.28178811,0.85830622,-75.1226,-1.92,bull_trend,liquidity_sweep,0.7243,stop_loss,6
ETH/USDT,2024-12-06 12:00:00+00:00,2024-12-07 04:00:00+00:00,4430.12388391,4264.38275169,0.88141327,-151.834,-3.89,ranging,mean_reversion,0.8004,stop_loss,16
ETH/USDT,2024-12-07 04:00:00+00:00,2024-12-07 22:00:00+00:00,4272.12123199,4101.92509135,0.91256305,-161.0461,-4.13,ranging,mean_reversion,1.0,stop_loss,18
ETH/USDT,2024-12-07 23:00:00+00:00,2024-12-08 05:00:00+00:00,4181.16678596,4110.81932972,0.93084543,-71.2715,-1.83,ranging,vwap_reversion,0.9,stop_loss,6
ETH/USDT,2024-12-08 05:00:00+00:00,2024-12-08 14:00:00+00:00,4121.21615948,3985.18679508,0.94366805,122.6292,3.15,bear_trend,trend,0.486,take_profit,9
ETH/USDT,2024-12-09 13:00:00+00:00,2024-12-09 15:00:00+00:00,3627.6116017,3557.35270479,1.0733922,-81.1996,-2.09,bear_trend,liquidity_sweep,0.6487,stop_loss,2
ETH/USDT,2024-12-09 23:00:00+00:00,2024-12-10 01:00:00+00:00,3481.38680576,3443.11339267,1.11750869,-48.5745,-1.25,bear_trend,liquidity_sweep,0.4862,stop_loss,2
ETH/USDT,2024-12-12 09:00:00+00:00,2024-12-12 12:00:00+00:00,2793.02851905,2729.69695964,1.39218772,-93.9359,-2.42,bear_trend,liquidity_sweep,0.7093,stop_loss,3
ETH/USDT,2024-12-13 00:00:00+00:00,2024-12-13 09:00:00+00:00,2709.28287657,2611.091255,1.4337927,135.0652,3.48,bear_trend,trend,0.8,take_profit,9
ETH/USDT,2024-12-13 23:00:00+00:00,2024-12-14 11:00:00+00:00,2609.27565832,2663.88599575,1.49077005,-87.3073,-2.24,bear_trend,trend,0.8,stop_loss,12
ETH/USDT,2024-12-14 13:00:00+00:00,2024-12-14 16:00:00+00:00,2640.16275303,2588.48391591,1.47196229,-81.8416,-2.11,bull_trend,trend,0.702,stop_loss,3
ETH/USDT,2024-12-15 20:00:00+00:00,2024-12-16 03:00:00+00:00,2696.56697217,2655.96408429,1.43991603,-64.2451,-1.65,bull_trend,trend,0.4847,stop_loss,7
ETH/USDT,2024-12-17 00:00:00+00:00,2024-12-17 13:00:00+00:00,2745.89859984,2846.09307771,1.41307112,135.6555,3.5,bull_trend,trend,0.4814,take_profit,13
ETH/USDT,2024-12-17 18:00:00+00:00,2024-12-18 00:00:00+00:00,2853.23432651,2917.37705621,1.36177389,-93.2416,-2.4,volatility_expansion,liquidity_sweep,0.6702,stop_loss,6
ETH/USDT,2024-12-18 01:00:00+00:00,2024-12-18 18:00:00+00:00,2893.3053586,2990.9559143,1.34158325,125.0857,3.22,bull_trend,trend,1.0,take_profit,17
ETH/USDT,2024-12-19 04:00:00+00:00,2024-12-20 07:00:00+00:00,3068.70644661,3248.54479483,1.26649455,221.7637,5.71,volatility_expansion,momentum_breakout,0.4842,take_profit,27
ETH/USDT,2024-12-20 07:00:00+00:00,2024-12-21 11:00:00+00:00,3255.81617145,3417.21878405,1.1963974,187.114,4.8,volatility_expansion,momentum_breakout,0.4884,take_profit,28
